AÑO,DEPARTAMENTO,MUNICIPO,TOTAL MUESTRAS,RESULTADO COLOR APARENTE,RESULTADO TURBIEDAD,RESULTADO PH,RESULTADO CLORO RESIDUAL LIBRE,RESULTADO ALCALINIDAD TOTAL,RESULTADO CALCIO,RESULTADO FOSFATOS,RESULTADO MANGANESO,RESULTADO MOLIBDENO,RESULTADO MAGNESIO,RESULTADO ZINC,RESULTADO DUREZA TOTAL,RESULTADO SULFATOS,RESULTADO HIERRO TOTAL,RESULTADO CLORUROS,RESULTADO NITRATOS,RESULTADO NITRITOS,RESULTADO ALUMINIO,RESULTADO FLORUROS,RESULTADO COT,RESULTADO COLIFORMES TOTALES,RESULTADO E.COLI,RESULTADO ANTIMONIO,RESULTADO ARSÉNICO,RESULTADO BARIO,RESULTADO CADMIO,RESULTADO CIANURO LIBRE Y DIASOCIABLE,RESULTADO COBRE,RESULTADO Cromo total,RESULTADO MERCURIO,RESULTADO NIQUEL,RESULTADO PLOMO,RESULTADO SELENIO,RESULTADO TRIHALOMETANOS TOTALES,RESULTADO HIDROCARBUROS AROMÁTICOS POLICICLICOS,RESULTADO GIARDIA,RESULTADO CRYPTOSPORIDIUM,RESULTADO PLAGUICIDAS TOTALES,RESULTADO ORGANOFOSFORADOS Y CARBAMATOS,RESULTADO MESÓFILOS,IRCA PROMEDIO,IRCA BASE PROMEDIO,NIVEL DE RIESGO PROMEDIO
2015,Boyacá,La Uvita,22,5.4104545454,1.7886363636,7.3909090909,0.4545454545,34.623888888800003,14.5454545454,2.16,,,5.6666666666,,59.126666666600002,8.3416666666,0.035,2.5266666666,,0.01125,0.0163333333,,,193.86363636359999,11.409090909,,,,,,,,,,,,,,,,,,,34.943181000000003,34.943181000000003,MEDIO
2015,Boyacá,La Victoria,16,2.455,0.4025,7.125,1.95,11.964166666600001,8.0466666666,0.019,,,1.7777777777,,29.46,2,0.015,3.8571428571,,0.0155,0.044,,,6.1875,0,,,,,,,,,,,,,,,,,,,4.573125,4.573125,SIN RIESGO
2015,Boyacá,Labranzagrande,24,4.5633333333,1.3179166666,6.9041666666,0.45,20.28,9.347058823499999,0.04575,,,2.18,,34.053846153800002,7.4818181818,0.028,5.0333333333,,0.0148571428,,0.1466666666,,852.625,57.583333333299997,,,,,,,,,,,,,,,,,,,39.522083000000002,39.522083000000002,ALTO
2015,Boyacá,Macanal,25,4.2752,0.934,9.424,0.272,21.045555555499998,12.88,0.016,,,4.25,,48.155000000000001,9.9183333333,0.1185714285,4.4454545454,,0.0166,0.0215,,,495.39130434779997,39.043478260800001,,,,,,,,,,,,,,,,,,,39.604399999999998,39.604399999999998,ALTO
2015,Boyacá,Maripí,24,4.0470833333,0.4420833333,7.0541666666,0.3291666666,75.372500000000002,40.384999999999998,0.01,,,5.4823529411,,117.97,44.539166666600003,0.07625,4.0818181818,,0.0123333333,,0.13,,144.25,14.208333333300001,,,,,,,,,,,,,,,,,,,13.557499999999999,13.557499999999999,BAJO
2015,Boyacá,Miraflores,48,6.2385416666,1.2927083333,6.825,0.8395833333,6.1937142857,6.038095238,0.0244444444,,,3.053125,,23.889473684199999,3.304347826,0.1166666666,3.6856296296,,0.0145,0.0288,,,21.875,1,,,,,,,,,,,,,,,,,,,11.665832999999999,11.665832999999999,BAJO
2015,Boyacá,Mongua,28,18.086428571399999,4.0910714285,7.1821428571,0.5464285714,13.666842105200001,7.968,0.051625,,,3.1470588235,,29.31,5.7666666666,0.487,6.9928571428,,0.0275,0.1875,0.7033333333,,793.53846153840004,36.230769230699998,,,,,,,,,,,,,,,,,,,44.666071000000002,44.666071000000002,ALTO
2015,Boyacá,Monguí,26,23.469615384600001,9.191153846100001,7.2038461538,0.5615384615,15.78,7.6846153846,0.239,,,1.4647058823,,25.3,5.48,0.374,9.426666666599999,,0.0755714285,0.0806666666,0.2,,624.53846153840004,24.3846153846,,,,,,,,,,,,,,,,,,,55.581923000000003,55.581923000000003,ALTO
2015,Boyacá,Moniquirá,45,20.486222222199999,1.5848888888,6.7888888888,0.62,10.164999999999999,7.7155555555,0.017,,,3.46,,33.011428571400003,3.676,0.2154545454,6.873076923,,0.0191666666,0.141875,,,478.37777777769998,26.177777777700001,,,,,,,,,,,,,,,,,,,35.200221999999997,35.200221999999997,ALTO
2015,Boyacá,Motavita,23,9.1160869565,2.0569565217,7.3913043478,0.9695652173,27.743500000000001,11,0.3233333333,,,3.8357142857,,38.882352941100002,6.0636363636,0.18,5.5823529411,,0.0171111111,,,,45.3478260869,16.173913043399999,,,,,,,,,,,,,,,,,,,8.377390999999999,8.377390999999999,BAJO
2015,Boyacá,Muzo,18,6.4772222222,2.1622222222,7.8444444444,0.7666666666,72.330588235199997,45.438888888800001,0.02425,,,6.2466666666,,121.67333333329999,59.466666666599998,0.08,4.809090909,,0.0116666666,,0.34,,694.77777777769995,21.833333333300001,,,,,,,,,,,,,,,,,,,32.762777,32.762777,MEDIO
2015,Boyacá,Nobsa,44,3.7270454545,0.9502272727,7.2136363636,1.2545454545,28.195925925899999,14.672499999999999,0.0511111111,,,3.9064516129,,53.012903225800002,36.324736842100002,0.07,16.026923076900001,,0.0104166666,0.1065714285,0.1375,0,12.909090909,0.488372093,,,,,,,,,,,,,,,,,,,4.46909,4.46909,SIN RIESGO
2015,Boyacá,Nuevo Colón,29,3.6568965517,1.1368965517,7.4724137931,0.6551724137,42.038400000000003,22.930434782599999,0.1298333333,,,1.2647058823,,57.7529411764,4.3,,4.2217391304,,0.0165833333,,0.2275,2.3,185.1379310344,7.1724137931,,,,,,,,,,,,,,,,,,,18.871034000000002,18.871034000000002,MEDIO
2015,Boyacá,Oicatá,22,10.0445454545,3.334090909,6.9045454545,1.65,9.862857142799999,14.5727272727,0.0375,,,3.93,,51.77,39.167499999999997,0.8633333333,4.225,,0.0428333333,0.6676666666,,,6.1363636363,0,,,,,,,,,,,,,,,,,,,7.703636,7.703636,BAJO
2015,Boyacá,Otanche,23,2.762173913,1.2434782608,7.3086956521,0.4956521739,62.1315789473,32.1,0.1474,,,2.8785714285,,95.478571428500004,6.55,0.0866666666,3.3285714285,,0.013125,0.0525,0.2533333333,0.1,1088.0909090908999,26.545454545399998,,,,,,,,,,,,,,,,,,,37.803043000000002,37.803043000000002,ALTO
2015,Boyacá,Pachavita,23,15.5978260869,2.2547826086,7.2173913043,0.4478260869,35.324285714200002,13.822222222200001,,,,4.5615384615,,51.7,2.4833333333,0.2927272727,6.2055555555,,0.0195555555,0.081,,,509.73913043469997,110.13043478260001,,,,,,,,,,,,,,,,,,,46.546520999999998,46.546520999999998,ALTO
2015,Boyacá,Páez,22,5.0004545454,1.0736363636,7.0909090909,0.2909090909,6.8465,5.2222222222,0.019,,,1.9333333333,,19.714285714199999,5.35,0.0866666666,3.55,,0.015090909,0.0355,0.149,,734.90909090900004,113.95454545450001,,,,,,,,,,,,,,,,,,,44.392727000000001,44.392727000000001,ALTO
2015,Boyacá,Paipa,64,3.7234375,0.83984375,7.36875,1.05625,40.632800000000003,19.652542372799999,0.0319333333,,,2.8791666666,,60.642000000000003,8.460000000000001,0.1353846153,4.2425,,0.01344,0.1071666666,0.0933333333,,0,0,,,,,,,,,,,,,,,,,,,1.841562,1.841562,SIN RIESGO
2015,Boyacá,Pajarito,16,8.030625000000001,3.24625,6.975,0.48125,27.98,13.1,0.085,,,5.0785714285,,52.5,14.96,0.29,3.225,,0.03,0.0576666666,,,627.9375,22.9375,,,,,,,,,,,,,,,,,,,30.053125000000001,30.053125000000001,MEDIO
2015,Boyacá,Panqueba,23,5.5808695652,2.7530434782,7.3652173913,0.3260869565,79.004999999999995,34.542857142800003,0.0588888888,,,6.0523809523,,108.9173913043,22.274999999999999,0.014,4,,0.0178333333,0.0305,0.375,,723.56521739130005,45.782608695599997,,,,,,,,,,,,,,,,,,,45.446520999999997,45.446520999999997,ALTO
2015,Boyacá,Pauna,26,5.7007692307,3.2769230769,7.4961538461,0.5653846153,42.387619047599998,24.273076923000001,0.062,,,2.8235294117,,66.605882352899997,18.828571428499998,0.0457142857,4.1857142857,,0.0172857142,0.126,0.02,,456.23076923069999,37.076923076900002,,,,,,,,,,,,,,,,,,,39.019615000000002,39.019615000000002,ALTO
2015,Boyacá,Paya,15,3.9653333333,0.6373333333,6.8533333333,0.6266666666,29.230909090899999,10.778571428499999,0.0145,,,2.6714285714,,37.9,7.5133333333,0.08,6.9666666666,,0.02,,0.1,,292.8666666666,1.3333333333,,,,,,,,,,,,,,,,,,,25.741333000000001,25.741333000000001,MEDIO
2015,Boyacá,Paz De Río,23,4.1939130434,0.4647826086,6.8086956521,0.4782608695,16.7821052631,9.333333333300001,0.0173333333,,,1.9235294117,,31.541176470500002,,0.066,6.6185714285,,0.013875,0.0873333333,2.352,0.1,68.956521739099998,13.6086956521,,,,,,,,,,,,,,,,,,,24.55913,24.55913,MEDIO
2015,Boyacá,Pesca,34,11.4444117647,3.3738235294,7.3147058823,0.6147058823,16.5958333333,9.1774193548,1.3214285714,,,4.409090909,,43.040909090900001,2.9461538461,0.2975,5.4809523809,,0.0237777777,0.0496,0.1776666666,,732.47058823520001,24.176470588200001,,,,,,,,,,,,,,,,,,,36.716763999999998,36.716763999999998,ALTO
2015,Boyacá,Pisba,14,4.7185714285,0.8271428571,6.8285714285,0.45,28.962307692300001,10.5272727272,0.0266666666,,,3.9777777777,,43.5444444444,10,0.0733333333,6.1333333333,,0.0162,0.052,0.087,,770.85714285710003,59,,,,,,,,,,,,,,,,,,,27.579284999999999,27.579284999999999,MEDIO
2015,Boyacá,Puerto Boyacá,86,6.6843859649,1.6508771929,7.6140350877,0.8877192982,149.7389130434,24.753846153800001,0.221,,,6.2025,,81.5888888888,7.9636363636,0.037,7.4379310344,,0.0173571428,0.0278333333,0.2033333333,,159.4186046511,5.6395348837,,,,,,,,,,,,,,,,,,,9.999883,9.999883,BAJO
2015,Boyacá,Quípama,25,5.8616,4.0372,7.496,1.024,64.894999999999996,29.216000000000001,0.044,,,3.305,,82.015000000000001,17.0625,0.072,3.7375,,0.0218,0.0522,,,4.76,0,,,,,,,,,,,,,,,,,,,8.668799999999999,8.668799999999999,BAJO
2015,Boyacá,Ramiriquí,40,12.36275,2.6325,6.8375,1.055,12.497941176399999,9.286486486399999,0.66,,,2.4,,32.118518518499997,6.7125,0.1488888888,7.752173913,,0.0287142857,0.0373333333,,,96.2,3.65,,,,,,,,,,,,,,,,,,,18.809000000000001,18.809000000000001,MEDIO
2015,Boyacá,Ráquira,29,29.826896551699999,12.758620689600001,7.0586206896,0.2517241379,16.676086956500001,9.055172413699999,0.2996666666,,,4.9066666666,,46.3,23.733333333299999,0.77625,6.33125,,0.079375,0.0475,0.35,,563.5172413793,55.517241379300003,,,,,,,,,,,,,,,,,,,61.516551,61.516551,ALTO
2015,Boyacá,Rondón,14,15.8707142857,4.6778571428,7.4214285714,0.4357142857,35.878333333299999,17.615384615300002,0.12,,,5.5444444444,,62.07,1.6333333333,0.364,3.6,,0.021,0.022,,,774.42857142850005,87.571428571400006,,,,,,,,,,,,,,,,,,,45.255000000000003,45.255000000000003,ALTO
2015,Boyacá,Saboyá,23,11.589565217300001,1.8995652173,7.3434782608,1.1695652173,16.778500000000001,10.111764705800001,0.0562857142,,,2.2833333333,,34.146153846099999,3.495,0.2225,8.836842105200001,,0.0435,,0.1274,0.1,197.7826086956,9.2173913043,,,,,,,,,,,,,,,,,,,21.006086,21.006086,MEDIO
2015,Boyacá,Sáchica,53,4.1371698113,0.9018867924,7.4641509433,0.2188679245,80.438444444400005,51.460465116199998,0.0363,,,6.2052631578,,166.16826086949999,66.307142857100004,0.0953846153,6.115,,0.0168181818,0.036,0.23,0.1,290.11320754709999,10.169811320699999,,,,,,,,,,,,,,,,,,,43.912452000000002,43.912452000000002,ALTO
2015,Boyacá,Samacá,32,5.9053125,1.4965625,6.68125,0.740625,7.133076923,6.608,0.5857142857,,,7.25625,,47.35,4.26,0.0333333333,5.9714285714,,0.0151818181,0.215,0.1036666666,,117.9375,18.125,,,,,,,,,,,,,,,,,,,19.840937,19.840937,MEDIO
2015,Boyacá,San Eduardo,22,40.580909090900001,12.6431818181,7.3318181818,0.3772727272,15.805,9.2117647058,,,,6.1,,40.092307692299997,2.24,1.37,4.1416666666,,0.0805,,0.0545,0.1,827.72727272719999,149.1818181818,,,,,,,,,,,,,,,,,,,57.431818,57.431818,ALTO
2015,Boyacá,San José De Pare,23,11.751739130400001,5.2356521739,6.852173913,0.2478260869,28.759374999999999,13.804347826000001,0.082,,,3.1722222222,,46.844444444399997,3.7733333333,0.096,8.107692307600001,,0.0364285714,0.047,,,1047.0869565216999,117.0434782608,,,,,,,,,,,,,,,,,,,49.052607999999999,49.052607999999999,ALTO
2015,Boyacá,San Luis De Gaceno,26,17.546923076900001,9.343076923,6.9,0.7692307692,12.130625,10.504347826,1.5925,,,3,,35.765217391299998,10.042,0.1633333333,3.6333333333,,0.0136666666,0.302,,,440.16,49.52,,,,,,,,,,,,,,,,,,,24.801152999999999,24.801152999999999,MEDIO
2015,Boyacá,San Mateo,23,14.8134782608,4.5178260869,7.344347826,0.8913043478,54.892499999999998,24.710526315700001,,,,5,,73.653333333299997,1.5,0.1204444444,4.6416666666,,0.02225,0.0445,0.13,,234.08695652169999,3.3913043478,,,,,,,,,,,,,,,,,,,33.795217000000001,33.795217000000001,MEDIO
2015,Boyacá,San Miguel De Sema,16,11.421250000000001,2.263125,7.2125,1.0375,21.078181818099999,16.614285714200001,0.015,,,3.8307692307,,53.766666666600003,31.5,0.726,6.8285714285,,0.0383333333,0.2483333333,,,6,0,,,,,,,,,,,,,,,,,,,8.83,8.83,BAJO
2015,Boyacá,San Pablo De Borbur,21,5.6976190476,1.9928571428,7.0095238095,0.638095238,76.510400000000004,35.069230769199997,0.039875,,,3.0333333333,,105.4333333333,8,0.06,5.4333333333,,0.0216,,0.0896666666,,506.15,55.85,,,,,,,,,,,,,,,,,,,30.474284999999998,30.474284999999998,MEDIO
2015,Boyacá,Santa María,19,5.9668421052,3.3531578947,7.4894736842,0.6526315789,32.635714285699997,12.4764705882,0.0975,,,3.7083333333,,49.241666666599997,2.9,0.0616666666,4.2333333333,,0.0241666666,0.1146666666,0.058,,478.31578947359998,38.789473684199997,,,,,,,,,,,,,,,,,,,33.550525999999998,33.550525999999998,MEDIO
2015,Boyacá,Santa Rosa De Viterbo,41,7.9826829268,1.4404878048,7.3497560975,0.4560975609,23.692571428499999,10.214285714200001,0.0502857142,,,4.5541666666,,40.277777777700003,2.225,0.0966666666,4.2592592592,,0.0232,0.02525,0.0706666666,,412.0487804878,35.121951219499998,,,,,,,,,,,,,,,,,,,22.906585,22.906585,MEDIO
2015,Boyacá,Santa Sofía,37,14.7827027027,9.465135135100001,7.2891891891,0.3216216216,60.094999999999999,29.558823529400001,0.045625,,,4.5689655172,,88.35,20.738888888799998,0.2918181818,5.4444444444,,0.0285333333,0.26575,0.18,,1028.3243243243001,92.270270270200001,,,,,,,,,,,,,,,,,,,58.129458999999997,58.129458999999997,ALTO
2015,Boyacá,Santana,32,15.159062499999999,4.19,7.29375,0.45,89.757199999999997,42.0666666666,0.0636666666,,,2.8571428571,,103.3058823529,7.5166666666,0.2071428571,6.3647058823,,0.02575,0.3355,0.071,,866.64516129030005,39.806451612899998,,,,,,,,,,,,,,,,,,,45.568437000000003,45.568437000000003,ALTO
2015,Boyacá,Sativanorte,16,5.2025,0.774375,7.2125,0.56875,16.574666666599999,8.83,,,,4.9,,32.6909090909,1.92,0.11,4.0636363636,,0.015,0.025,0.061,0.4,239,0.4375,,,,,,,,,,,,,,,,,,,26.55125,26.55125,MEDIO
2015,Boyacá,Sativasur,16,6.408125,2.365625,7.2125,0.8625,7.1876923076,5.95,0.0475,,,1.4769230769,,21.346153846100002,1.44,0.1325,3.6555555555,,0.0222,0.059,0.14,,98.625,5.125,,,,,,,,,,,,,,,,,,,13.0625,13.0625,BAJO
2015,Boyacá,Siachoque,30,18.295999999999999,3.0723333333,6.902,0.59,14.1065384615,8.555999999999999,0.459,,,2.7434782608,,31.492000000000001,2.9,0.5233333333,6.7,,0.0227,,0.1566666666,,257.96551724130001,4.2413793103,,,,,,,,,,,,,,,,,,,30.829000000000001,30.829000000000001,MEDIO
2015,Boyacá,Soatá,33,17.0924242424,9.8887878787,7.3521212121,0.5333333333,45.931600000000003,18.389655172400001,0.062,,,2.7947368421,,50.5666666666,11.057142857100001,0.206,3.6466666666,,0.0575555555,0.0265,0.305,,759.8125,133.28125,,,,,,,,,,,,,,,,,,,41.334848000000001,41.334848000000001,ALTO
2015,Boyacá,Socha,33,11.3915151515,7.7763636363,6.8484848484,0.509090909,8.5842857142,5.6571428571,0.050625,,,3.3318181818,,26.287500000000001,2.2666666666,0.08625,4.3956521739,,0.0393,0.032,0.09,,378.63636363630002,30.575757575699999,,,,,,,,,,,,,,,,,,,46.416060000000002,46.416060000000002,ALTO
2015,Boyacá,Socotá,23,6.7613043478,2.3952173913,7.0217391304,0.2260869565,24.2513333333,13.425000000000001,0.046,,,9.5,,73.347058823500006,26.14,0.0714285714,5.3461538461,,0.0168888888,0.034125,0.1183333333,,579.73913043469997,110.0869565217,,,,,,,,,,,,,,,,,,,44.165652000000001,44.165652000000001,ALTO
2015,Boyacá,Sogamoso,129,5.7805376344,1.2630107526,7.2516129032,0.6946236559,20.8711392405,11.859493670799999,0.534,,,3.306060606,8.199999999999999,42.2971830985,5.0742857142,0.0818181818,4.7215686274,,0.0153913043,0.1238888888,,0.1,143.8203125,1.6484375,,,,,,,,,,,,,,,,,,,15.699457000000001,15.699457000000001,MEDIO
2015,Boyacá,Somondoco,24,19.487500000000001,6.76625,7.0125,0.3583333333,20.247499999999999,10.733333333299999,0.06,,,4.1333333333,,41.5333333333,8.92,0.5391666666,6.0117647058,,0.069125,0.07775,,,704.04166666660001,134.125,,,,,,,,,,,,,,,,,,,55.094583,55.094583,ALTO
2015,Boyacá,Sora,24,3.4191666666,9.7366666666,7.7875,0.55,198.51166666660001,86.355000000000004,0.0644444444,,,11.5470588235,,265.0888888888,115.7222222222,0.078,4.05,,0.016,0.0443333333,,,320.16666666660001,0.0833333333,,,,,,,,,,,,,,,,,,,22.474582999999999,22.474582999999999,MEDIO
2015,Boyacá,Soracá,29,8.2175862068,4.8248275862,6.9655172413,0.7896551724,26.096,10.844444444400001,0.35925,,,2.5695652173,,36.204347826000003,1.64,0.33875,6.1111111111,,0.0298333333,0.0445,0.1145,,83.827586206800007,6.3448275862,,,,,,,,,,,,,,,,,,,18.89931,18.89931,MEDIO
2015,Boyacá,Sotaquirá,73,6.5589041095,2.1456164383,7.2986301369,0.1712328767,33.764444444399999,13.5172413793,0.036,,,4.9076923076,,54.179591836699998,3.7733333333,0.194,5.5871794871,,0.0174,0.0455,,,411.07142857140002,6.2714285714,,,,,,,,,,,,,,,,,,,44.063561,44.063561,ALTO
2015,Boyacá,Susacón,22,18.593636363600002,6.3509090909,7.1454545454,0.4909090909,10.794736842100001,6.2578947368,0.03,,,3.09,,31.64,,0.27,5.4538461538,,0.1,,,,563.09090909090003,16.1363636363,,,,,,,,,,,,,,,,,,,28.552271999999999,28.552271999999999,MEDIO
2015,Boyacá,Sutamarchán,33,27.668181818099999,8.4839393939,7.2969696969,0.5515151515,32.937692307600003,15.089285714200001,0.03,,,5.2777777777,,65.935000000000002,15.967499999999999,0.368,9.119999999999999,,0.0354,0.1046666666,,,592.46875,27.875,,,,,,,,,,,,,,,,,,,50.466363000000001,50.466363000000001,ALTO
2015,Boyacá,Sutatenza,14,4.7578571428,0.5864285714,7.3428571428,0.4,86.902857142800002,50.1,0.07575,,,6.45,,127.1,79.533333333300007,0.125,10.55,,0.0222,0.025,0.61,,380.5,8.5,,,,,,,,,,,,,,,,,,,29.98,29.98,MEDIO
2015,Boyacá,Tasco,28,3.4160714285,0.5867857142,7.1357142857,1.3071428571,25.225714285700001,12.791666666599999,0.0333333333,,,3.7318181818,,43.576923076900002,5.1436363636,0.0471428571,6.2083333333,,0.0156666666,,0.195,,68.642857142799997,0.0357142857,,,,,,,,,,,,,,,,,,,5.349642,5.349642,BAJO
2015,Boyacá,Tenza,21,10.726190476099999,6.0842857142,7.0952380952,0.5142857142,63.698999999999998,37.438888888800001,0.0375,,,2.5533333333,,109.2055555555,88.188888888799994,0.3,4.5714285714,,0.0165,0.0703333333,,,340.61904761900001,28.523809523800001,,,,,,,,,,,,,,,,,,,35.493333,35.493333,ALTO
2015,Boyacá,Tibaná,25,11.2532,1.4388,6.5008,0.892,34.996499999999997,16.5956521739,0.1435,,,4.2875,,59.694444444399998,4.2,0.1566666666,5.5,,0.025,0.049,0.155,,579.64,50.48,,,,,,,,,,,,,,,,,,,34.393999999999998,34.393999999999998,MEDIO
2015,Boyacá,Tibasosa,33,4.7745454545,0.7642424242,6.6675757575,0.9696969696,27.615925925900001,11.071999999999999,0.02,,,3.9047619047,,40.933333333299998,13.72,0.146,13.509523809499999,,0.018,0.02775,,0,29.625,3.84375,,,,,,,,,,,,,,,,,,,17.209392999999999,17.209392999999999,MEDIO
2015,Boyacá,Tinjacá,12,9.0858333333,3.8325,6.9833333333,0.675,74.838750000000005,45.163636363599998,0.055,,,8.025,,143.6875,45.075000000000003,0.2333333333,8.81475,,0.0135,0.287,0.13,,414.41666666660001,33.416666666600001,,,,,,,,,,,,,,,,,,,31.482500000000002,31.482500000000002,MEDIO
2015,Boyacá,Tipacoque,16,7.451875,0.694375,7.28125,0.5875,48.921666666599997,18.869230769200001,0.035,,,5.43,,60.3166666666,15.7675,0.07,4.85,,0.0123333333,0.0465,0.078,,231.875,16.5625,,,,,,,,,,,,,,,,,,,28.92,28.92,MEDIO
2015,Boyacá,Toca,33,16.785151515100001,4.2875757575,7.206060606,0.5181818181,10.9934615384,8.0642857142,0.14,,,4.2952380952,,34.973913043400003,2.655,0.32,7.54375,,0.021,0.542,0.0833333333,,661.78787878779997,46.242424242399998,,,,,,,,,,,,,,,,,,,45.015757000000001,45.015757000000001,ALTO
2015,Boyacá,Togüí,28,38.418571428500002,1.8846428571,7.0357142857,0.45,28.89,16.017857142800001,0.05775,,,3.475,,57.337499999999999,21.85,0.2475,4.8533333333,,0.035,,0.28,,944.32142857140002,81.821428571400006,,,,,,,,,,,,,,,,,,,49.750357000000001,49.750357000000001,ALTO
2015,Boyacá,Tópaga,19,15.9784210526,5.5394736842,7.0994736842,0.6947368421,16.532,9.481249999999999,0.4004,,,2.1846153846,,32.115384615300002,7.6475,0.1714285714,6.1727272727,,0.0351428571,,0.02,,141,32.263157894700001,,,,,,,,,,,,,,,,,,,27.457367999999999,27.457367999999999,MEDIO
2015,Boyacá,Tota,28,14,2.8214285714,7.4785714285,0.3642857142,27.395217391300001,14.48,0.14,,,4.2555555555,,44.414285714199998,2.95,0.2988888888,5.8166666666,,0.0268,0.0355,,0.1,685.21428571419995,30.214285714199999,,,,,,,,,,,,,,,,,,,48.061070999999998,48.061070999999998,ALTO
2015,Boyacá,Tunja,233,7.2519662921,1.587977528,7.0584269662,0.6460674157,18.313214285699999,9.6920245398,0.3236,,,2.894214876,,32.200159999999997,7.1641025641,0.2439393939,6.4646464646,,0.01758,0.1578888888,0.3866666666,0.1,106.3261802575,2.8755364806,,,,,,,,,,,,,,,,,,,13.69206,13.69206,BAJO
2015,Boyacá,Tununguá,14,4.0564285714,2.8735714285,7.6642857142,0.6,143.9745454545,79.05,0.0363333333,,,14.0642857142,,274.10714285709997,125.336,0.15,9.175000000000001,,0.0113333333,0.03,0.26,,890.57142857140002,27.714285714199999,,,,,,,,,,,,,,,,,,,36.055,36.055,ALTO
2015,Boyacá,Turmequé,72,9.855694444399999,3.0948611111,6.9875,0.1027777777,16.356379310299999,9.226229508099999,0.6340833333,,,2.0283018867,,29.473437499999999,3.9096296296,0.18,5.115,,0.0229444444,248.27962500000001,16,,509.60563380280001,26.785714285699999,,,,,,,,,,,,,,,,,,0,52.724165999999997,52.724165999999997,ALTO
2015,Boyacá,Tuta,32,10.460625,3.7659375,7.11875,0.95,15.9720689655,10.9769230769,0.0308571428,,,3.4136363636,,41.620833333299998,8.699999999999999,0.148,5.0578947368,,0.0435,0.115,0.072,,15.1875,0,,,,,,,,,,,,,,,,,,,11.127186999999999,11.127186999999999,BAJO
2015,Boyacá,Tutazá,16,7.688125,0.43,7.45,0.975,37.620769230699999,15.708333333300001,,,,1.9857142857,,43.177777777700001,1.55,0.0766666666,7.6636363636,,0.013,0.156,0.067,0.1,79.625,0,,,,,,,,,,,,,,,,,,,4.18875,4.18875,SIN RIESGO
2015,Boyacá,Umbita,22,5.7859090909,2.495,6.8363636363,0.4772727272,13.46875,8.1526315789,0.942,,,1.7285714285,,26.442857142800001,2.2111111111,0.09,4.1384615384,,0.019,0.0456666666,0.1123333333,,701.31818181810002,13.5,,,,,,,,,,,,,,,,,,,43.383636000000003,43.383636000000003,ALTO
2015,Boyacá,Ventaquemada,30,10.724666666599999,1.0236666666,6.9433333333,0.3166666666,6.9652173913,6.74,0.2,,,2.909090909,,27.769565217299998,4.5416666666,0.0828571428,3.935,,0.0177272727,0.1836666666,0.066,0.1,137.9,3.3666666666,,,,,,,,,,,,,,,,,,,27.302665999999999,27.302665999999999,MEDIO
2015,Boyacá,Villa De Leyva,68,5.5154411764,1.6426470588,7.0794117647,0.8279411764,14.3536206896,7.5796610169,0.0218,,,3.3115384615,,31.250909090899999,3.054375,0.09,4.6794871794,,0.016,0.096,0.1948,0.1,115.5970149253,13.970149253700001,,,,,,,,,,,,,,,,,,,15.740147,15.740147,MEDIO
2015,Boyacá,Viracachá,23,16.8891304347,4.1886956521,6.7869565217,0.7608695652,8.2131578947,6.3545454545,0.1443333333,,,1.4533333333,,22.3,0.99,0.24375,5.3363636363,,0.025,0.053,0.0903333333,,318.39130434779997,79.043478260800001,,,,,,,,,,,,,,,,,,,27.834782000000001,27.834782000000001,MEDIO
2015,Boyacá,Zetaquira,22,27.2809090909,2.8845454545,7.159090909,0.5772727272,10.615,8.05625,0.0547777777,,,3.0545454545,,35.709090908999997,10.425000000000001,0.27,6.0153846153,,0.0407142857,,0.0543333333,,555.04545454540005,17.9545454545,,,,,,,,,,,,,,,,,,,55.731363000000002,55.731363000000002,ALTO
2015,Caldas,Aguadas,171,16.464705882299999,1.5786823529,7.3124705882,0.3497023809,11.576470588199999,,,,,,,13.448333333300001,0.98,0.0533333333,1.9669696969,,0.0025,0.086,0.0496,2.74,1425.8005917159001,172.45029585789999,,,,,,,,,,,,,,0,0,,,,57.890467000000001,57.890467000000001,ALTO
2015,Caldas,Anserma,197,34.939884393,3.964238372,7.4102312138,0.2834482758,22.102564102500001,,,,,,,20.524871794799999,1.2714102564,0.0507027027,3.5244736842,,0.0026842105,0.118,0.0292,3.2928571428,1456.7174358974,238.9326530612,,,,,,,,,,,,,,0,0,,,78.900000000000006,58.295988999999999,58.295988999999999,ALTO
2015,Caldas,Aranzazu,120,19.9411764705,1.4464789915,7.1578991596,0.349327731,20.272727272699999,,,,,,,22.163636363599998,3.5645454545,0.0427272727,3.589090909,,0.004090909,,0.0643333333,1.9111111111,1517.0394957983001,149.19327731089999,,0.001,,,,,,0,,,,,,0,0,,,,69.068332999999996,69.068332999999996,ALTO
2015,Caldas,Belalcázar,117,16.9401709401,1.7152051282,7.734017094,0.2913793103,36.446666666600002,,,,,,,33.811333333299999,1.7166666666,0.046,6.8286666666,,0.0016,0.09,0.0318181818,2.3181818181,1930.7205128205001,219.47008546999999,,,,,,,,,,,,,,0,0,,,,70.813162000000005,70.813162000000005,ALTO
