AÑO,DEPARTAMENTO,MUNICIPO,TOTAL MUESTRAS,RESULTADO COLOR APARENTE,RESULTADO TURBIEDAD,RESULTADO PH,RESULTADO CLORO RESIDUAL LIBRE,RESULTADO ALCALINIDAD TOTAL,RESULTADO CALCIO,RESULTADO FOSFATOS,RESULTADO MANGANESO,RESULTADO MOLIBDENO,RESULTADO MAGNESIO,RESULTADO ZINC,RESULTADO DUREZA TOTAL,RESULTADO SULFATOS,RESULTADO HIERRO TOTAL,RESULTADO CLORUROS,RESULTADO NITRATOS,RESULTADO NITRITOS,RESULTADO ALUMINIO,RESULTADO FLORUROS,RESULTADO COT,RESULTADO COLIFORMES TOTALES,RESULTADO E.COLI,RESULTADO ANTIMONIO,RESULTADO ARSÉNICO,RESULTADO BARIO,RESULTADO CADMIO,RESULTADO CIANURO LIBRE Y DIASOCIABLE,RESULTADO COBRE,RESULTADO Cromo total,RESULTADO MERCURIO,RESULTADO NIQUEL,RESULTADO PLOMO,RESULTADO SELENIO,RESULTADO TRIHALOMETANOS TOTALES,RESULTADO HIDROCARBUROS AROMÁTICOS POLICICLICOS,RESULTADO GIARDIA,RESULTADO CRYPTOSPORIDIUM,RESULTADO PLAGUICIDAS TOTALES,RESULTADO ORGANOFOSFORADOS Y CARBAMATOS,RESULTADO MESÓFILOS,IRCA PROMEDIO,IRCA BASE PROMEDIO,NIVEL DE RIESGO PROMEDIO
2015,Antioquia,Abejorral,44,6.7815,0.8288888888,7.1318181818,1.0363636363,,,,,,,,,,,,,,,0.035,4,0,0,,,,,,,,,,,,,,,,,,,0.79159,0.79159,SIN RIESGO
2015,Antioquia,Abriaquí,24,5.5555555555,0.9428888888,7.375,1.6208333333,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,4.630416,4.630416,SIN RIESGO
2015,Antioquia,Alejandría,28,3.6767777777,0.2377777777,6.625,1.0214285714,,,,,,,,,,,,,,,0.035,4,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Amagá,26,5.1739130434,0.8749565217,7.1273076923,0.7192307692,36.933333333299998,,,,,,,32.799999999999997,,0.147,11.223333333299999,,,0.258,0.037,1.25,0.1153846153,0,,,,,,,,,,,,,,,,,,,4.023846,4.023846,SIN RIESGO
2015,Antioquia,Amalfi,58,3.0944444444,0.39375,7.6298245614,0.9736842105,,,,,,,,,,,,,,,0.038,0.51,0.6896551724,0,,,,,0.023,,,0.0001,,,,,,,,,,,1.124827,1.124827,SIN RIESGO
2015,Antioquia,Andes,26,4.5,0.555,6.7419230769,1.3684,9.84,,,,,,,14.9333333333,,0.0863333333,5.5333333333,,,0.1975,0.01,,0.0384615384,0,,,,,0.049,,,0.0026,,,,,,,,,,,4.8,0.953846,SIN RIESGO
2015,Antioquia,Angelópolis,26,4.7777777777,0.371,7.4819230769,1.1692307692,,,,,,,,,,,,,,,0.02,1,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Angostura,29,6.6118181818,1.006,6.8448275862,1.0103448275,5.6666666666,,,,,,,6.2733333333,,0.094,1.3833333333,,,0.093,,0.776,0,0,,,,,,,,,,,,,,,,,,0,0.851379,0.851379,SIN RIESGO
2015,Antioquia,Anorí,25,8.34,1.0422222222,7.388,1.448,,,,,,,,,,,,,,,,1.029,60,0,,,,,,,,,,,,,,,,,,,1.8576,1.8576,SIN RIESGO
2015,Antioquia,Anza,22,5.6,0.9271666666,7.4045454545,1.0227272727,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.879545,0.879545,SIN RIESGO
2015,Antioquia,Apartadó,138,3.1748518518,0.7578571428,7.6702586206,1.1455882352,119.58,,,,,,,140.7666666666,,0.03,10.67,,,,,1.68,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Arboletes,26,3,1.0571428571,6.9538461538,1.3038461538,42.564999999999998,,,,,,,68.260000000000005,,0.06,54.11,,,0,0,5.07,0,0,,,,,,,,,,,,,,,,,,,0.141538,0.141538,SIN RIESGO
2015,Antioquia,Argelia,154,12.217203703699999,1.1835185185,7.2195945945,0.0106382978,,,,,,,,,,,,,,,0.035,4,152.62662337660001,32.497402597399997,,,,,,,,,,,,,,,,,,,89.174610000000001,89.174610000000001,INVIABLE SANITARIAMENTE
2015,Antioquia,Armenia,25,3.5,0.191125,7.242,1.224,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Barbosa,41,5.903125,0.60125,7.1238461538,1.0589743589,18.34375,,,,,,,27.196874999999999,16.535218749999999,,28.977937499999999,,0.0068125,0.0408125,,,0.475,0,,,,,,,,,,,,,,,,,,,1.003414,1.003414,SIN RIESGO
2015,Antioquia,Bello,127,3.0076923076,0.4384615384,7.8803846153,1.0198245614,20,,,,,,,54,3.34,0.073,8.35,0.01,0.02,0.075,,,1.1181102362,0,,,,,,,,,,,,,,,,,,0,0.858897,0.858897,SIN RIESGO
2015,Antioquia,Belmira,29,9.686,0.8535,7.0862068965,1.2551724137,8.8666666666,,,,,,,9.0666666666,,0.0546666666,2.1533333333,,,0.0653333333,,1.677,0,0,,,,,,,,,,,,,,,,,,,0.266896,0.266896,SIN RIESGO
2015,Antioquia,Betania,26,10,0.3603,6.7188,0.996,,,,,,,,,,,,,,,0.01,2.64,3.0769230769,0.1923076923,,,,,,,,,,,,,,,,,,,3.528461,3.528461,SIN RIESGO
2015,Antioquia,Betulia,27,4.5454545454,0.3065,7.2351851851,0.9888888888,,,,,,,,,,,,,,,0.038,1,0.0384615384,0,,,,,,,,,,,,,,,,,,,0.982962,0.982962,SIN RIESGO
2015,Antioquia,Briceño,27,2.8377777777,0.6068888888,7.0333333333,0.9,10.233333333299999,,,,,,,8.1466666666,,0.0326666666,1.1303333333,,,0.0546666666,,0.654,0,0,,,,,,,,,,,,,,,,,,,0.653333,0.653333,SIN RIESGO
2015,Antioquia,Buriticá,25,4.7777777777,0.4639,7.7344,1.48,,,,,,,,,,,,,,,,,0,0,,,,,0.05,,,0.0008,,,,,,,,,,,0.774,0.774,SIN RIESGO
2015,Antioquia,Cáceres,21,8.666666666599999,0.4908888888,7.3828571428,0.95,,,,,,,,,,,,,,,,,23.047619047600001,2.8095238095,,,,,0.049,,,0.001,,,,,,,,,,,17.908094999999999,17.908094999999999,MEDIO
2015,Antioquia,Caicedo,24,5,0.3735714285,7.5416666666,0.9956521739,,,,,,,,,,,,,,,,,3.375,3.375,,,,,,,,,,,,,,,,,,,4.166666,4.166666,SIN RIESGO
2015,Antioquia,Caldas,128,1.743253012,0.8569879518,7.1860215053,0.967368421,42.147916666599997,,,,,,,47.791666666600001,5.0433333333,0.0458333333,6.7439583333,,0.0501875,,,,0.650406504,0,,,,,,,,,,,,,,,,,,9.4,0.506015,0.506015,SIN RIESGO
2015,Antioquia,Campamento,28,5.615,0.5913636363,6.9571428571,1.0892857142,20.5666666666,,,,,,,17.833333333300001,,0.032,1.543,,,0.0863333333,,1.939,0,0,,,,,,,,,,,,,,,,,,,0.276428,0.276428,SIN RIESGO
2015,Antioquia,Cañasgordas,28,3.6666666666,0.1596666666,6.9392857142,0.95,,,,,,,,,,,,,,,,,5.6785714285,0,,,,,,,,,,,,,,,,,,,2.764285,2.764285,SIN RIESGO
2015,Antioquia,Caracolí,27,4.72875,0.5712222222,6.4888888888,1.2296296296,8.75,,,,,,,12.75,,0.0715,1.735,,,0.138,,0.645,0.1111111111,0,,,,,,,,,,,,,,,,,,,3.81,3.81,SIN RIESGO
2015,Antioquia,Caramanta,26,4.7777777777,0.3155555555,7.2423076923,1.2307692307,25.3,,,,,,,26.25,,0.061,1.66,,,0.2085,0.022,2.01,0,0,,,,,,,,,,,,,,,,,,,0.135384,0.135384,SIN RIESGO
2015,Antioquia,Carepa,43,3.34,0.9995,7.7925,1.275,83.46,,,,,,,94.185000000000002,,0.25,6.08,,,0.11,,1.08,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Carolina,29,3.9377777777,1.0686,6.8103448275,1.1517241379,5.2133333333,,,,,,,5.8933333333,,0.0303333333,1.12,,,0.1016666666,,0.681,0,0,,,,,,,,,,,,,,,,,,,1.455862,1.455862,SIN RIESGO
2015,Antioquia,Caucasia,70,5.1764705882,0.6016470588,7.6785714285,1.122,8,,,,,,,22.85,,0.0955,3.49,,,0.239,,,0.5857142857,0,,,,,,,,,,,,,,,,,,,1.689285,1.689285,SIN RIESGO
2015,Antioquia,Chigorodó,49,2.619047619,0.9166666666,7.6040816326,1.1653061224,139.85499999999999,,,,,,,120.36,,0.42,15.555,,,0.03,,0.69,0,0,,,,,,,,,,,,,,,,,,,0.035918,0.035918,SIN RIESGO
2015,Antioquia,Cisneros,88,69.381571428499996,10.414971830900001,7.3102272727,0,,,,,,,,,,,,,,,,1.649125,16808.011363636298,448.51136363630002,,,,,,,,,,,,,,,,,,,88.397385999999997,88.397385999999997,INVIABLE SANITARIAMENTE
2015,Antioquia,Ciudad Bolívar,77,7.2093023255,2.6211904761,7.1601298701,1.0649350649,7.3133333333,,,,,,,16.266666666599999,,0.1006666666,6.15,,,0.3306666666,0.0236666666,1.24,2.1688311688,2.1038961038,,,,,,,,,,,,,,,,,,,4.018961,4.018961,SIN RIESGO
2015,Antioquia,Cocorná,27,7.4577,0.835,7.0384615384,1.1923076923,15.446666666600001,,,,,,,16.87,,0.18625,6.055,,,0.1795,0.035,4,3.9629629629,0.1481481481,,,,,,,,,,,,,,,,,,,6.3,6.3,BAJO
2015,Antioquia,Concepción,27,1.9655555555,0.096,6.7,1.0148148148,10.2525,,,,,,,12.012499999999999,,0.1176666666,3.5625,,,0.172,0.035,4,0,0,,,,,,,,,,,,,,,,,,,0.13037,0.13037,SIN RIESGO
2015,Antioquia,Concordia,24,10.625,0.8951428571,7.0595652173,0.9608695652,,,,,,,,,,,,,,,0.01,,1.3333333333,0.0416666666,,,,,,,,,,,,,,,,,,,4.078333,4.078333,SIN RIESGO
2015,Antioquia,Copacabana,52,5.6078431372,0.4480392156,7.7192307692,0.7134615384,30.8428571428,,,,,,,39.25,,0.0482142857,13.295999999999999,,,0.0705,0.1,1.1,0.0769230769,0,,,,,,,,,,,,,,,,,,,0.74423,0.74423,SIN RIESGO
2015,Antioquia,Dabeiba,49,3.5,0.5843333333,7.6181632653,1.0551020408,,,,,,,,,,,,,,,,,6.7708333333,0,,,,,,,,,,,,,,,,,,,2.414693,2.414693,SIN RIESGO
2015,Antioquia,Don Matías,27,4.4411111111,0.6137,6.8518518518,1.0407407407,9.574999999999999,,,,,,,15.11,,0.0235,1.075,,,0.0645,,1.184,0,0,,,,,,,,,,,,,,,,,,,0.653333,0.653333,SIN RIESGO
2015,Antioquia,Ebéjico,18,5,0.5677142857,7.3944444444,1.3611111111,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,El Bagre,34,5.4705882352,0.7495625,6.849117647,1.56875,,,,,,,,,,,,,,,,,2.9411764705,0.0294117647,,,,,0.0493333333,,,0.0009333333,,,,,,,,,,,3.225294,3.225294,SIN RIESGO
2015,Antioquia,El Carmen De Viboral,49,4.299,0.3857142857,6.8777777777,0.7695555555,11.973333333299999,,,,,,,13,,0.1626666666,4.08,,,0.1755,,,1.693877551,0.1020408163,,,,,,,,,,,,,,,,,,,1.125102,1.125102,SIN RIESGO
2015,Antioquia,El Santuario,85,10.940789473600001,0.8995238095,6.8717647058,1.2714117647,16.286666666599999,,,,,,,22.916666666600001,,0.101,9.153333333300001,,,0.1183333333,0.1366666666,4,0.6823529411,0,,,,,,,,,,,,,,,,,,,2.837058,2.837058,SIN RIESGO
2015,Antioquia,Entrerrios,29,17.445454545400001,2.0296363636,6.5724137931,1.3137931034,7.56,,,,,,,9.9575,,0.49675,5.1625,,,0.118,,2.786,0,0,,,,,,,,,,,,,,,,,,,7.700344,7.700344,BAJO
2015,Antioquia,Envigado,24,1.5166666666,0.8722222222,6.8388888888,0.9666666666,19.05,,,,,,,43.5,4.2442857142,0.04,9.414999999999999,2,0.06,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,SIN RIESGO
2015,Antioquia,Fredonia,26,4.3,0.2883,7.2546153846,0.9661538461,,,,,,,,,,,,,,,0.01,1,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Frontino,51,5.1875,1.2754705882,7.0345098039,0.8156862745,,,,,,,,,,,,,,,,,2.4117647058,0,,,,,,,,,,,,,,,,,,,1.810392,1.810392,SIN RIESGO
2015,Antioquia,Giraldo,25,4.2222222222,0.1944,7.654,1.012,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,1.0616,1.0616,SIN RIESGO
2015,Antioquia,Girardota,44,1.9996296296,0.9185185185,7.0551851851,0.8644444444,24,,,,,,,34,6.905,0.05,14.95,0.2,0.07,0.1,0.29,2.2,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Gómez Plata,29,3.9755555555,1.2401,6.5344827586,1.0379310344,3.9125,,,,,,,4.065,,0.037,0.615,,,0.065,,0.793,0,0,,,,,,,,,,,,,,,,,,,0.667241,0.667241,SIN RIESGO
2015,Antioquia,Granada,25,10.241,0.73,7.04,0.804,12.723333333299999,,,,,,,11.21,,0.3493333333,2.25,,,0.1336666666,0.035,4,0,0,,,,,,,,,,,,,,,,,,,2.6092,2.6092,SIN RIESGO
2015,Antioquia,Guadalupe,28,11.643636363600001,1.4148181818,6.5642857142,1.3785714285,6.0375,,,,,,,9.1275,,0.1975,2.0125,,,0.17375,,1.263,0,0,,,,,,,,,,,,,,,,,,,2.736428,2.736428,SIN RIESGO
2015,Antioquia,Guarne,28,3.7091111111,0.35,6.9964285714,0.7785714285,14.936666666600001,,,,,,,19.8,,0.18,37.503333333299999,,,0.1956666666,0.037,4,0,0,,,,,,,,,,,,,,,,,,,0.911428,0.911428,SIN RIESGO
2015,Antioquia,Guatape,26,5.594,0.436,6.5961538461,1.2153846153,,,,,,,,,,,,,,,0.035,4,5.2692307692,3.1153846153,,,,,,,,,,,,,,,,,,,6.692692,6.692692,BAJO
2015,Antioquia,Heliconia,25,4.4444444444,1.020375,7.84,1.24,,,,,,,,,,,,,,,,,0.04,0,,,,,,,,,,,,,,,,,,,1.0616,1.0616,SIN RIESGO
2015,Antioquia,Hispania,27,4.7777777777,0.3836,6.9214814814,1.1296296296,,,,,,,,,,,,,,,0.01,1.32,0.074074074,0,,,,,,,,,,,,,,,,,,,0.716666,0.716666,SIN RIESGO
2015,Antioquia,Itagui,98,1.7588235294,0.3137254901,6.5680961538,0.5787628865,22.105660377300001,4.1307692307,0.0895961538,0.055326923,0.0149807692,3.0689387755,0.309,44.076923076900002,6.1153846153,0.1082692307,14.715769230699999,3.6715384615,0.023826923,0.0293461538,0.0849423076,4.2651923076,1.4833333333,0.0206185567,,,,,,,,,,,,,,0,0,,,0,1.371224,1.371224,SIN RIESGO
2015,Antioquia,Ituango,37,12.143000000000001,3.66125,7.3027027027,0.9028571428,59.2,,,,,,,53.762,,0.055,1.356,,,0.2116,0.047,0.7515,1448.1666666665999,35.972222222200003,,,,,,,,,,,,,,,,,,,22.655674999999999,22.655674999999999,MEDIO
2015,Antioquia,Jardín,26,5.3,0.85,7.2634615384,0.853076923,,,,,,,,,,,,,,,0.017,1.27,2.9615384615,0,,,,,,,,,,,,,,,,,,,2.472692,2.472692,SIN RIESGO
2015,Antioquia,Jericó,25,4,0.402,7.2028,1.252,,,,,,,,,,,,,,,0.01,1.14,0.88,0,,,,,,,,,,,,,,,,,,,1.0616,1.0616,SIN RIESGO
2015,Antioquia,La Ceja,106,6.45634,0.6282352941,6.8882075471,1.2481132075,11.878,,,,,,,16.7,,0.2344,4.846,,,0.241,0.0386666666,4,0.2571428571,0,,,,,,,,,,,,,,,,,,,0.660754,0.660754,SIN RIESGO
2015,Antioquia,La Estrella,21,2.219047619,0.4347619047,7.0285714285,0.9095238095,,,,,,,,,,,,,,,,,1.1428571428,0,,,,,,,,,,,,,,,,,,21.904761904699999,4.607142,4.607142,SIN RIESGO
2015,Antioquia,La Pintada,52,5.0555555555,0.768,7.5421153846,1.0326923076,,,,,,,,,,,,,,,0.0425,1,10.1346153846,4.5192307692,,,,,,,,,,,,,,,,,,,13.030961,13.030961,BAJO
2015,Antioquia,La Unión,25,3.618125,0.23125,6.6,1.068,,,,,,,,,,,,,,,0.035,4,96.8,51.988,,,,,,,,,,,,,,,,,,,2.8316,2.8316,SIN RIESGO
2015,Antioquia,Liborina,24,5.125,0.39325,7.4375,1.0583333333,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Maceo,27,7.1538888888,1.1681111111,6.508,1.016,,,,,,,,,,,,,,,,0.763,4.8148148148,0.7037037037,,,,,,,,,,,,,,,,,,,8.334814,8.334814,BAJO
2015,Antioquia,Marinilla,76,5.0929729729,0.2833333333,6.8631578947,0.9210526315,16.355,,,,,,,17.462499999999999,,0.13425,7.4625,,,0.151,,,0,0,,,,,,,,,,,,,,,,,,,1.194078,1.194078,SIN RIESGO
2015,Antioquia,Medellín,1229,6.2918026101,0.424127243,7.3193213703,1.1096905537,53.857142857100001,6.9172857142,0.3062857142,0.0541538461,0.05,4.5272857142,0.1,33.065384176099997,7.1048800978,0.0835016313,6.1452814029,1.6407892156,0.09,0.0577816091,0.04,0.661,0.0125,0.0026761819,0.01,0.01,0.025,0.001,0.01,0.1,0.01,0.001,0.0078,0.0074166666,0.01,0.009,0.002,0,0,0,,39.049999999999997,1.424792,1.424792,SIN RIESGO
2015,Antioquia,Montebello,27,6.5,0.4981111111,6.9259259259,1.5111111111,,,,,,,,,,,,,,,0.01,1.56,3.037037037,0.5925925925,,,,,,,,,,,,,,,,,,,3.897777,3.897777,SIN RIESGO
2015,Antioquia,Mutatá,48,3.2666666666,0.9411764705,7.4416666666,1.44625,83.985714285699999,,,,,,,97.851428571400007,,0.1542857142,48.286666666599999,,,0.07,,1.33,5.4166666666,0,,,,,,,,,,,,,,,,,,,1.473333,1.473333,SIN RIESGO
2015,Antioquia,Nariño,50,9.6547777777,1.0111111111,7.756,0.1809523809,,,,,,,,,,,,,,,0.035,4,150.86000000000001,74.225999999999999,,,,,,,,,,,,,,,,,,,61.097000000000001,61.097000000000001,ALTO
2015,Antioquia,Nechí,12,5,0.3596666666,6.8958333333,1.1916666666,,,,,,,,,,,,,,,,,4.1666666666,0,,,,,0.049,,,0.001,,,,,,,,,,,1.6125,1.6125,SIN RIESGO
2015,Antioquia,Necoclí,31,10.813333333299999,1.5525,6.7033333333,1.2387096774,21.965,,,,,,,40.880000000000003,,0.12,41.155000000000001,,,0.2,0,7.92,8.064516128999999,0.064516129,,,,,,,,,,,,,,,,,,,4.137741,4.137741,SIN RIESGO
2015,Antioquia,Olaya,47,4.7333333333,0.9623333333,7.9574468085,1.2021276595,,,,,,,,,,,,,,,,,0.9361702127,0,,,,,,,,,,,,,,,,,,,3.082127,3.082127,SIN RIESGO
2015,Antioquia,Peñol,23,4.9061428571,0.1975,6.9913043478,0.9304347826,11.125,,,,,,,12.015000000000001,,0.217,8.31,,,0.117,0.035,4,0.3913043478,0,,,,,,,,,,,,,,,,,,,1.153913,1.153913,SIN RIESGO
2015,Antioquia,Peque,18,10,0.9243333333,8,1.0388888888,,,,,,,,,,,,,,,,,9.722222222199999,0.1666666666,,,,,,,,,,,,,,,,,,,15.37,15.37,MEDIO
2015,Antioquia,Pueblorrico,28,5.5555555555,1.249875,6.95,1.05,,,,,,,,,,,,,,,0.01,1.35,0,0,,,,,,,,,,,,,,,,,,,1.348214,1.348214,SIN RIESGO
2015,Antioquia,Puerto Berrío,44,6.6447826086,1.7267777777,7,1.0953488372,40.200000000000003,,,,,,,51.7,,0.03,8.99,,,0.12,0.065,1.428,0.4318181818,0,,,,,0.024,,,0.0001,,,,,,,,,,,2.979772,2.979772,SIN RIESGO
2015,Antioquia,Puerto Nare,74,6.59816,0.7720833333,7.2729729729,1.1679729729,,,,,,,,,,,,,,,,,1.0135135135,0,,,,,,,,,,,,,,,,,,,1.09081,1.09081,SIN RIESGO
2015,Antioquia,Puerto Triunfo,90,10.771333333299999,0.9080645161,7.1344827586,1.1494252873,,,,,,,,,,,,,,,0.039,3.995,12.144444444399999,3.4888888888,,,,,,,,,,,,,,,,,,,9.510222000000001,9.510222000000001,BAJO
2015,Antioquia,Remedios,31,13.2225,2.8686666666,6.5161290322,1.0548387096,,,,,,,,,,,,,,,,0.867,0.0344827586,0,,,,,0.023,,,0.0001,,,,,,,,,,0,5.111612,5.111612,BAJO
2015,Antioquia,Retiro,50,5.0456111111,0.2633333333,6.942,1.287755102,11.788333333300001,,,,,,,14.4633333333,,0.115,5.34,,,0.158,0.0415,4,1.4,0,,,,,,,,,,,,,,,,,,,1.2868,1.2868,SIN RIESGO
2015,Antioquia,Rionegro,52,12.050966666600001,0.3136666666,6.9119607843,1.0705882352,17.186666666600001,,,,,,,21.583333333300001,,0.135,10.36,,0.003,0.0966666666,0.039,4,0,0,,,,,,,,,,,,,,,,,,,1.391923,1.391923,SIN RIESGO
2015,Antioquia,Sabanalarga,21,8.5714285714,0.3467142857,7.0085714285,1.0142857142,,,,,,,,,,,,,,,,,0.2857142857,0,,,,,,,,,,,,,,,,,,,1.842857,1.842857,SIN RIESGO
2015,Antioquia,Sabaneta,7,2.9285714285,0.2371428571,7.2857142857,1.1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,4.3333333333,0,0,SIN RIESGO
2015,Antioquia,Salgar,49,5.6111111111,1.559875,7.1253061224,1.481632653,,,,,,,,,,,,,,,0.1655,1.055,0.0408163265,0,,,,,,,,,,,,,,,,,,,3.433265,3.433265,SIN RIESGO
2015,Antioquia,San Andrés De Cuerquía,26,5.091,0.9877,7.5,1.1161538461,49.8,,,,,,,25.486666666600001,38.6,0.05975,2.505,,,0.4525,,1.462,0,0,,,,,,,,,,,,,,,,,,,1.628076,1.628076,SIN RIESGO
2015,Antioquia,San Carlos,26,6.1811111111,0.52,6.8615384615,0.9384615384,,,,,,,,,,,,,,,0.035,4.575,0,0,,,,,,,,,,,,,,,,,,,0.101923,0.101923,SIN RIESGO
2015,Antioquia,San Francisco,26,10.830888888800001,1.2433333333,6.923076923,0.888,,,,,,,,,,,,,,,0.073,4,3.2,0.56,,,,,,,,,,,,,,,,,,,4.941153,4.941153,SIN RIESGO
2015,Antioquia,San Jerónimo,25,4.7777777777,0.2471111111,7.04,1.232,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,San José De La Montaña,27,6.219,1.1862,6.5888888888,1.1925925925,11.3,,,,,,,11.3666666666,,0.0806666666,2.3933333333,,,0.172,0.012,31.126999999999999,0,0,,,,,,,,,,,,,,,,,,,1.734814,1.734814,SIN RIESGO
2015,Antioquia,San Juan De Urabá,21,10.79,1.1925,7.4736842105,0.4736842105,170.86500000000001,,,,,,,257,,0.065,74.319999999999993,,,0.055,,5.74,173.14285714280001,22.526315789400002,,,,,,,,,,,,,,,,,,,47.629522999999999,47.629522999999999,ALTO
2015,Antioquia,San Luis,49,12.682499999999999,1.2794444444,6.9787234042,1.3808510638,,,,,,,,,,,,,,,0.035,4,8.081632653,1.6326530612,,,,,,,,,,,,,,,,,,,9.938162999999999,9.938162999999999,BAJO
2015,Antioquia,San Pedro De Los Milagros,29,6.5655555555,0.7533,6.748275862,1.1620689655,18.399999999999999,,,,,,,22.1,,0.1506666666,5.5833333333,,,0.1426666666,,1.949,0,0,,,,,,,,,,,,,,,,,,,0.729655,0.729655,SIN RIESGO
2015,Antioquia,San Pedro De Uraba,27,4.07,1.1714285714,7.0962962962,0.9111111111,20.49,,,,,,,27.04,,0,15.22,,,0.26,,2.05,0,0,,,,,,,,,,,,,,,,,,,0.784074,0.784074,SIN RIESGO
2015,Antioquia,San Rafael,35,56.454500000000003,5.9861111111,7.0666666666,0.6882352941,,,,,,,,,,,,,,,0.0385,3.995,85.314285714199997,17.0114285714,,,,,,,,,,,,,,,,,,,20.229714000000001,20.229714000000001,MEDIO
2015,Antioquia,San Roque,30,3.9725,0.8332,6.69,1.2633333333,,,,,,,,,,,,,,,0.008,0.908,0.0333333333,0,,,,,0.023,,,0.0001,,,,,,,,,,,2.852666,2.852666,SIN RIESGO
2015,Antioquia,San Vicente,28,2.9524,0.319,7,1.3535714285,,,,,,,,,,,,,,,0.036,4,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Santa Bárbara,26,4,0.2651111111,7.2611538461,1.1025,46.3,,,,,,,33,,0.049,1.49,,,0.197,0.012,1,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Santa Rosa De Osos,30,10.7077777777,0.9505454545,7.03,1.3233333333,6.7725,,,,,,,6.84,,0.142,4.9225,,,0.25675,,1.189,0,0,,,,,,,,,,,,,,,,,,,1.433333,1.433333,SIN RIESGO
2015,Antioquia,Santafé De Antioquia,25,4.125,0.4825,7.598,1.184,73.366666666599997,,,,,,,92.133333333300001,,0.063,7.82,,,0.1223333333,,,0,0,,,,,0.05,,,0.0018571428,,,,,,,,,,,4,0,SIN RIESGO
2015,Antioquia,Santo Domingo,28,32.0042105263,3.22405,6.7989285714,1.3555555555,,,,,,,,,,,,,,,,0.909,0,0,,,,,,,,,,,,,,,,,,,2.211428,2.211428,SIN RIESGO
2015,Antioquia,Segovia,52,21.205833333299999,2.414375,6.7269230769,1.3333333333,9.5,,,,,,,15.8,,0.03,2.47,,,0.27,0.009,1.189,125.09615384609999,0.5769230769,,,,,,,,,,,,,,,,,,,6.432307,6.432307,BAJO
2015,Antioquia,Sonson,27,3.288,0.23875,7.0925925925,1.523076923,11.503333333300001,,,,,,,8.6166666666,,0.1333333333,3.0766666666,,,0.1626666666,0.035,4,3.0769230769,0.923076923,,,,,,,,,,,,,,,,,,,2.752222,2.752222,SIN RIESGO
2015,Antioquia,Sopetrán,23,4.4,0.4213809523,6.9213043478,1.104347826,10.85,,,,,,,19.7,,0.1285,7.16,,,0.109,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Támesis,25,6.1111111111,0.7636666666,6.7132,0.984,,,,,,,,,,,,,,,0.011,1,6.44,0,,,,,,,,,,,,,,,,,,,3.1852,3.1852,SIN RIESGO
2015,Antioquia,Tarazá,13,6,0.508,6.8592307692,1.1623076923,8.125,,,,,,,11,,0.1145,1.625,,,0.138,,,0.6153846153,0,,,,,0.0495,,,0.00005,,,,,,,,,,,1.488461,1.488461,SIN RIESGO
2015,Antioquia,Tarso,28,5,0.69075,6.9946428571,1.4178571428,,,,,,,,,,,,,,,0.009,1.22,0.6785714285,0,,,,,,,,,,,,,,,,,,,3.412857,3.412857,SIN RIESGO
2015,Antioquia,Titiribí,52,5.0526315789,0.5705,7.074117647,1.398076923,,,,,,,,,,,,,,,0.042,1.72,1.6153846153,0,,,,,,,,,,,,,,,,,,,5.290769,5.290769,BAJO
2015,Antioquia,Toledo,24,12.340999999999999,1.1653,7.1041666666,0.525,12.1166666666,,,,,,,11.8666666666,,0.124,0.5753333333,,,0.2213333333,,2.57,0,0,,,,,,,,,,,,,,,,,,,11.015833000000001,11.015833000000001,BAJO
2015,Antioquia,Turbo,69,5.66425,1.2407692307,7.6495652173,0.9130434782,130.7366666666,,,,,,,309.58999999999997,,0.05,32.913333333300002,,,0.025,0.074,1.965,5.8235294117,0.0597014925,,,,,,,,,,,,,,,,,,,4.620289,4.620289,SIN RIESGO
