"Departamento","AnnoFirmaDelContrato","NombreFamilia","CuantiaContrato","CuantiaProceso","CuantiaAdiciones"
"Bolívar",2016,"Práctica médica",438000000,468000000,0
"Bolívar",2017,"Servicios integrales de salud",1120000000,1820000000,0
"Bolívar",2015,"Suministros, productos de tratamiento y cuidado del enfermo",287373513,1334527597,95425970
"Bolívar",2016,"Productos para el cuidado de heridas",353092942,1915464710,0
"Bolívar",2016,"Suministros de aseo y limpieza",77158311,77159000,0
"Bolívar",2016,"Servicios de aseo y limpieza",120498096,123590372,0
"Bolívar",2016,"Restaurantes y catering (servicios de comidas y bebidas)",270745000,270745000,0
"Bolívar",2016,"Combustibles",645191750,645191750,0
"Bolívar",2016,"Vegetales frescos",228800000,228800000,0
"Bolívar",2016,"Productos de carne y aves de corral",119423600,119423600,0
"Bolívar",2017,"Lubricantes, aceites, grasas y anticorrosivos",1650000000,1800000000,0
"Bolívar",2016,"Accesorios de oficina y escritorio",94999467,95000000,0
"Bolívar",2017,"Combustibles",122902500,122902500,0
"Bolívar",2015,"Servicios de aseo y limpieza",280286154,280286154,0
"Bolívar",2017,"Bebidas",120300000,120320000,0
"Bolívar",2017,"Productos de hacer imágenes diagnósticas médicas y de medicina nuclear",250000000,250000000,0
"Bolívar",2017,"Productos de panadería",75882402,75882402,0
"Bolívar",2016,"Calefacción, ventilación y circulación del aire",67305937,94930800,0
"Bolívar",2016,"Servicios profesionales de ingeniería",88207759,88207759,0
"Bolívar",2015,"Práctica médica",550000000,550000000,0
"Bolívar",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",222327340,227112077,0
"Bolívar",2017,"Chocolates, azúcares, edulcorantes y productos de confitería",70942494,100800202,0
"Bolívar",2017,"Artículos de tocador y cuidado personal",190958279,190967453,0
"Bolívar",2015,"Servicios de mantenimiento o reparaciones de transportes",1097132971,1097132971,0
"Bolívar",2015,"Orden público y seguridad",2364426250,2364426250,34873536
"Bolívar",2016,"Suministros y accesorios de laboratorio",352166260,363058000000,0
"Bolívar",2017,"Servicios de mantenimiento o reparaciones de transportes",133207759,133207759,0
"Bolívar",2017,"Práctica médica",150000000,150000000,0
"Bolívar",2016,"Muebles de alojamiento",80793951,80800000,0
"Bolívar",2016,"Instalaciones hoteleras, alojamientos y centros de encuentros",86240000,88000000,0
"Bolívar",2016,"Ciencia médica, investigación y experimentación",100000000,100000000,0
"Bolívar",2016,"Facilitación de viajes",569336000,569336000,0
"Bolívar",2016,"Prevención y control de enfermedades",220000000,220000000,0
"Bolívar",2015,"Servicios integrales de salud",91000000,91000000,0
"Bolívar",2016,"Servicios integrales de salud",2800000000,2800000000,0
"Bolívar",2016,"Gestión medioambiental",1890131565,1890131565,0
"Boyacá",2017,"Servicios comunitarios y sociales",275704000,275704000,0
"Boyacá",2015,"Práctica médica",121000000,1120000000,0
"Boyacá",2015,"Aditivos",57633672,57832178,0
"Boyacá",2017,"Artículos de tocador y cuidado personal",122607992,126451746,0
"Boyacá",2016,"Publicidad",277010320,277764211,0
"Boyacá",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",2289033805,7182692468,0
"Boyacá",2016,"Servicios de asesoría de gestión",230242268,230302298,0
"Boyacá",2016,"Preparación, gestión y protección del terreno y del suelo",2583102500,2593576061,0
"Boyacá",2015,"Gestión medioambiental",157230712,157255041,0
"Boyacá",2016,"Muebles comerciales e industriales",121465518,123728068,0
"Boyacá",2016,"Combustibles",756129630,1131568198,0
"Boyacá",2017,"Combustibles",7377921570,1249503442,0
"Boyacá",2015,"Seguridad y protección personal",74577413,75734816,0
"Boyacá",2016,"Servicios comunitarios y sociales",461575000,461694312,0
"Boyacá",2015,"Vías",1788132406,1864481416,0
"Boyacá",2015,"Servicios de construcción pesada",712713825,735636434,0
"Boyacá",2017,"Vías",1919843947,1978456737,0
"Boyacá",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1776257734,3458707889,0
"Boyacá",2016,"Vías",12194201691,289721501930,0
"Boyacá",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",89917110,89958000,0
"Boyacá",2017,"Restaurantes y catering (servicios de comidas y bebidas)",103215554,107673244,0
"Boyacá",2015,"Equipo de recreo, parques infantiles y equipo y suministros de natación y de spa",47013238,49413238,0
"Boyacá",2017,"Comercialización y distribución",90000000,90000000,0
"Boyacá",2016,"Instalaciones hoteleras, alojamientos y centros de encuentros",100000000,100000000,0
"Boyacá",2015,"Materiales de acabado de interiores",227940000,228000000,67011000
"Boyacá",2016,"Muebles de alojamiento",111262808,134950389,0
"Boyacá",2015,"Servicios de seguimiento, control o rehabilitación de contaminantes",84120647,84352647,0
"Boyacá",2016,"Estructuras y edificios permanentes",666734917,683834174,0
"Boyacá",2015,"Comercialización y distribución",96432943,125998666,0
"Boyacá",2015,"Maquinaria, suministros y accesorios de oficina",118534776,118534776,0
"Boyacá",2017,"Equipos y suministros veterinarios",136330894,136330894,0
"Boyacá",2016,"Comida de animales",214969548,214969548,0
"Boyacá",2015,"Servicios de pedología",95707573,95707573,0
"Boyacá",2016,"Servicios de administración de empresas",145152958,145152958,0
"Boyacá",2015,"Servicios de administración de empresas",85000000,85000000,0
"Boyacá",2015,"Estructuras y edificios permanentes",520029871,467099250,0
"Boyacá",2016,"Servicios de aseo y limpieza",1157500000,1328869436,0
"Boyacá",2016,"Servicios de mantenimiento o reparaciones de transportes",1599502664,3356187292,0
"Boyacá",2016,"Seguridad y protección personal",2476237620,2476237622,0
"Boyacá",2015,"Carreteras y paisaje",248399738,249996060,0
"Caldas",2016,"Transporte de pasajeros",596727500,630030000,0
"Caldas",2016,"Servicios de mantenimiento o reparaciones de transportes",1146076470,1146076470,0
"Caldas",2016,"Equipos y suministros dentales",97223589,98073960,0
"Caldas",2016,"Juguetes y juegos",145799613,145799613,0
"Caldas",2015,"Juguetes y juegos",103360683,106296623,0
"Caldas",2016,"Suministros y accesorios de laboratorio",279141685,286015998,0
"Caldas",2017,"Servicios integrales de salud",1807624400,1867624400,0
"Caldas",2016,"Servicios de aseo y limpieza",478632111,505323065,0
"Caldas",2016,"Servicios integrales de salud",1005990673,1005990673,0
"Caldas",2016,"Práctica médica",2168849593,2568849593,0
"Caldas",2015,"Servicios de mantenimiento o reparaciones de transportes",1929708933,1929708933,0
"Caldas",2017,"Servicios de mantenimiento o reparaciones de transportes",2195525363,4391050726,0
"Caldas",2016,"Seguridad y protección personal",95392776,105991973,0
"Caldas",2015,"Servicios profesionales de ingeniería",51620000,69465000,0
"Caldas",2016,"Comida de animales",275366177,276201607,0
"Caldas",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",2113309572,2125603853,0
"Caldas",2016,"Vías",473947631,499999336,0
"Caldas",2017,"Vías",447239594,465313385,0
"Caldas",2015,"Vías",774626656,789987432,0
"Caldas",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1370631822,1387903201,14759251
"Caldas",2016,"Servicios informáticos",75500000,75500000,0
"Caldas",2016,"Servicios de construcción pesada",2558864225,14630722115,0
"Caldas",2015,"Combustibles",845875326,5189079830,0
"Caldas",2016,"Combustibles",163361406,163361406,0
"Caldas",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1947334350,1950632995,0
"Caldas",2017,"Servicios de administración de empresas",81904600,92582008,0
"Caldas",2016,"Servicios comunitarios y sociales",89678316,98207081,0
"Caldas",2016,"Servicios profesionales de ingeniería",125904660,125915085,0
"Caldas",2015,"Silvicultura",176422458,152211326,0
"Caldas",2017,"Elementos y gases",154296590,75998680,0
"Caldas",2016,"Restaurantes y catering (servicios de comidas y bebidas)",277837000,277837000,0
"Caldas",2017,"Servicios comunitarios y sociales",316310000,316310000,0
"Caldas",2017,"Práctica médica",259997880,259997800,0
"Caldas",2015,"Muebles de alojamiento",298897980,498163300,99896760
"Caldas",2016,"Suministros de aseo y limpieza",396434190,570062331,0
"Caldas",2017,"Suministros de aseo y limpieza",143944365,144017865,0
"Caldas",2016,"Maquinaria, suministros y accesorios de oficina",30848742,32955832,0
"Caldas",2017,"Combustibles gaseosos y aditivos",155165000,155165000,0
"Caldas",2017,"Combustibles",101950000,101195000,0
"Caldas",2016,"Combustibles gaseosos y aditivos",125323600,125323600,0
"Caldas",2015,"Combustibles gaseosos y aditivos",116000000,116000000,0
"Caldas",2017,"Transporte de pasajeros",123886714,1010353372,0
"Caldas",2016,"Suministros, productos de tratamiento y cuidado del enfermo",194093407,211621769,0
"Caldas",2016,"Elementos y gases",127547425,127547425,0
"Caquetá",2016,"Servicios de mantenimiento o reparaciones de transportes",1456844229,1456844229,0
"Caquetá",2015,"Minerales, minerales metálicos y metales",89743440,89743440,22359600
"Caquetá",2015,"Servicios integrales de salud",527009413,527009413,0
"Caquetá",2017,"Práctica médica",220000000,220000000,0
"Caquetá",2017,"Equipos y accesorios para acampada y exteriores",200724200,201086000,0
"Caquetá",2017,"Ferretería",105000000,149000000,0
"Caquetá",2016,"Vías",6869806622,71056625534,0
"Caquetá",2016,"Combustibles",1286909922,1466881544,0
"Caquetá",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1108793493,1124529468,0
"Caquetá",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1680215645,1698729523,0
"Caquetá",2017,"Vías",1074677113,1110364519,0
"Caquetá",2016,"Alimentos preparados y conservados",601734400,601734400,0
"Caquetá",2017,"Restaurantes y catering (servicios de comidas y bebidas)",115280000,115280000,0
"Caquetá",2017,"Productos de carne y aves de corral",163109757,163109757,0
"Caquetá",2015,"Servicios de mantenimiento o reparaciones de transportes",135218843,135218843,67000000
"Caquetá",2014,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",268000000,464000000,67000000
"Caquetá",2017,"Servicios de mantenimiento o reparaciones de transportes",1603386666,4810159998,0
"Caquetá",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",410825904,412432602,7604449
"Caquetá",2017,"Combustibles",885075298,885075298,0
"Caquetá",2016,"Lubricantes, aceites, grasas y anticorrosivos",315085000,315085000,0
"Caquetá",2016,"Maquinaria y equipo para manejo de materiales",185000000,185000000,0
"Caquetá",2016,"Seguridad, vigilancia y detección",196970612,196970612,0
"Caquetá",2015,"Servicios de asesoría de gestión",290159000,299819668,0
"Caquetá",2015,"Servicios de construcción pesada",360135925,369999575,0
"Caquetá",2015,"Componentes y sistemas de transporte",87123000,87123000,0
"Caquetá",2016,"Servicios comunitarios y sociales",134030000,134030000,0
"Caquetá",2016,"Transporte de pasajeros",78540000,78540000,0
"Caquetá",2017,"Transporte de pasajeros",75686000,75686000,0
"Caquetá",2016,"Productos de carne y aves de corral",351590202,351590202,0
"Caquetá",2016,"Vegetales frescos",333912500,333912500,0
"Caquetá",2016,"Seguridad y protección personal",121647726,121647726,0
"Caquetá",2016,"Orden público y seguridad",77099115,79183070,0
"Casanare",2014,"Transporte de pasajeros",71760000,74295400,0
"Casanare",2016,"Seguridad y protección personal",58766127,58766127,0
"Casanare",2016,"Vías",493872220,514244941,0
"Casanare",2014,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",292784556,394835463,0
"Casanare",2015,"Vías",580283325,590493014,0
"Casanare",2016,"Servicios de mantenimiento o reparaciones de transportes",245000000,245000000,0
"Casanare",2015,"Servicios de mantenimiento o reparaciones de transportes",1455211266,1455211266,43070160
"Casanare",2017,"Servicios de asesoría de gestión",786524550,786524891,0
"Casanare",2017,"Gestión medioambiental",119948416,119985109,0
"Casanare",2017,"Productos de papel",203000000,206473127,0
"Casanare",2017,"Servicios de construcción pesada",526953589,539047981,0
"Casanare",2014,"Vías",312046584,6435821431,0
"Casanare",2016,"Servicios de construcción pesada",808965107,8381877929,0
"Casanare",2015,"Transporte de pasajeros",741117148,748117148,0
"Casanare",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",90000000,90000000,0
"Casanare",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",534809000,539752162,0
"Casanare",2017,"Servicios de mantenimiento o reparaciones de transportes",160000000,160000000,0
"Casanare",2016,"Muebles de alojamiento",72313122,73788900,0
"Casanare",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1463764809,1469334714,662813736
"Casanare",2015,"Restaurantes y catering (servicios de comidas y bebidas)",122360015,122360015,0
"Casanare",2015,"Seguridad y control público",112598000,112598000,0
"Casanare",2015,"Servicios de construcción de edificaciones no residenciales",289401266,289561705,22925300
"Casanare",2015,"Combustibles",1310655738,1310655738,0
"Casanare",2017,"Combustibles",199000000,199000000,0
"Casanare",2016,"Combustibles",160000000,160000000,0
"Casanare",2016,"Orden público y seguridad",83486416,83486416,0
"Casanare",2014,"Seguridad y protección personal",6058286,151638302,0
"Casanare",2017,"Bebidas",215600000,232171479,0
"Casanare",2016,"Muebles comerciales e industriales",276190200,286000000,0
"Casanare",2014,"Servicios de asesoría de gestión",533770399,3223304932,0
"Casanare",2016,"Suministros de aseo y limpieza",499000000,595677948,0
"Casanare",2016,"Servicios de aseo y limpieza",75159501,79519639,0
"Cauca",2016,"Servicios de construcción pesada",1453392082,69732485232,0
"Cauca",2017,"Componentes estructurales y formas básicas",383667088,385000000,0
"Cauca",2016,"Componentes estructurales y formas básicas",232805723,266400000,0
"Cauca",2016,"Vehículos de motor",157500000,157500000,0
"Cauca",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1224431723,4897726892,0
"Cauca",2016,"Seguimiento, control y rehabilitación de la contaminación",28296400,28300000,0
"Cauca",2017,"Servicios de animales vivos",45600000,45600000,0
"Cauca",2016,"Servicios de aseo y limpieza",1061307778,1074574625,0
"Cauca",2017,"Equipo de aseo",29999490,30000000,0
"Cauca",2016,"Herramientas de mano",69748830,69748830,0
"Cauca",2016,"Tierra y piedra",99638575,97544595,0
"Cauca",2017,"Equipo de vídeo, filmación o fotografía",29670000,29700000,0
"Cauca",2017,"Herramientas de mano",278999600,279000000,0
"Cauca",2016,"Gestión medioambiental",331232056,333064296,0
"Cauca",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1274470493,5664313312,6002683509
"Cauca",2016,"Comida de animales",150593909,155383605,0
"Cauca",2015,"Servicios de construcción pesada",1352036252,1360663538,0
"Cauca",2016,"Restaurantes y catering (servicios de comidas y bebidas)",364310000,728620000,0
"Cauca",2016,"Servicios informáticos",76696000,76696000,0
"Cauca",2016,"Muebles de alojamiento",182000000,182000000,0
"Cauca",2016,"Suministros de oficina",78652977,78700000,0
"Cauca",2017,"Restaurantes y catering (servicios de comidas y bebidas)",150044400,150044400,0
"Cauca",2016,"Transporte de correo y carga",75978500,93000000,0
"Cauca",2016,"Suministros de aseo y limpieza",28000000,28000000,0
"Cauca",2016,"Instrumentos de medida, observación y ensayo",198726426,199197498,0
"Cauca",2016,"Servicios de mantenimiento o reparaciones de transportes",1725329860,2904065646,0
"Cauca",2017,"Combustibles",1111394128,1121312763,0
"Cauca",2016,"Combustibles",516187182,569047182,0
"Cauca",2015,"Industrias del metal y de minerales",69000000,69000000,0
"Cauca",2016,"Ferretería",57800000,72536651,0
"Cauca",2016,"Materiales para acabado de exteriores",23400000,23400000,0
"Cauca",2017,"Protección medioambiental",106590000,106590000,0
"Cauca",2017,"Seguimiento, control y rehabilitación de la contaminación",27999510,28000000,0
"Cauca",2016,"Preparación, gestión y protección del terreno y del suelo",247076856,247076856,0
"Cauca",2016,"Publicidad",40000000,40000000,0
"Cauca",2016,"Equipo informático y accesorios",276953993,277153996,0
"Cauca",2016,"Artículos de tocador y cuidado personal",75000000,75000000,0
"Cauca",2016,"Combustibles gaseosos y aditivos",458337915,458337915,0
"Cauca",2015,"Vías",1031059238,1064034100,0
"Cauca",2016,"Servicios inmobiliarios",68000000,68365678,0
"Cauca",2017,"Fuentes de energía",46700000,46820000,0
"Cauca",2016,"Productos no comestibles de planta y silvicultura",162260047,162322100,0
"Cauca",2016,"Ropa",56353000,58397100,0
"Cauca",2017,"Gestión medioambiental",100000000,100000000,0
"Cauca",2017,"Transporte de correo y carga",81900000,101500000,0
"Cauca",2016,"Equipo de laboratorio y científico",139432000,139500000,0
"Cauca",2017,"Equipo de laboratorio y científico",359890527,360850304,0
"Cauca",2017,"Orden público y seguridad",205068328,205800000,0
"Cauca",2016,"Seguridad y protección personal",179847786,179852460,0
"Cauca",2017,"Servicios de aseo y limpieza",57550299,59700000,0
"Cauca",2017,"Banca e inversiones",82897554,82898520,0
"Cauca",2016,"Transporte de pasajeros",153342000,165000000,0
"Cauca",2017,"Transporte de pasajeros",221318400,258700000,0
"Cauca",2016,"Fertilizantes y nutrientes para plantas y herbicidas",215238650,213466750,0
"Cauca",2017,"Servicios comunitarios y sociales",115579600,265624000,0
"Cauca",2017,"Servicios de mantenimiento o reparaciones de transportes",1997169049,2507332729,0
"Cauca",2016,"Servicios de mantenimiento y construcción de comercio especializado",140000000,140000000,0
"Cauca",2015,"Facilitación de viajes",98800000,100000000,0
"Cesar",2017,"Comida de animales",139214074,142381799,0
"Cesar",2016,"Servicios de mantenimiento o reparaciones de transportes",2636973272,2297973273,0
"Cesar",2016,"Combustibles",2560420314,2560420314,0
"Cesar",2017,"Servicios de mantenimiento y construcción de comercio especializado",111271750,112000000,0
"Cesar",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1322000000,2394000000,0
"Cesar",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1351241560,1372033663,144056962
"Cesar",2015,"Servicios de construcción pesada",122134761,125000000,0
"Cesar",2017,"Servicios de construcción pesada",714566036,730000000,0
"Cesar",2016,"Servicios de aseo y limpieza",805576883,806681676,0
"Cesar",2016,"Suministros de oficina",182560800,192900496,0
"Cesar",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",854411673,854411673,0
"Cesar",2016,"Seguridad y protección personal",2818916140,2818916140,0
"Cesar",2017,"Combustibles",1420996959,1420996959,0
"Cesar",2017,"Servicios de mantenimiento o reparaciones de transportes",180000000,180000000,0
"Cesar",2016,"Equipo para servicios de transporte",150000000,150000000,0
"Cesar",2016,"Productos de carne y aves de corral",187646682,892501264,0
"Cesar",2017,"Restaurantes y catering (servicios de comidas y bebidas)",174803193,194222805,0
"Chocó",2015,"Transporte de pasajeros",350000000,350000000,75000000
"Chocó",2016,"Combustibles",452468416,452468416,0
"Chocó",2015,"Servicios de mantenimiento o reparaciones de transportes",409333415,409333415,0
"Chocó",2016,"Servicios de mantenimiento o reparaciones de transportes",1068861797,1068861797,0
"Chocó",2016,"Práctica médica",522130164,522130164,0
"Chocó",2017,"Instalaciones de plomería",93261984,95828900,0
"Chocó",2016,"Servicios integrales de salud",77000000,77000000,0
"Chocó",2016,"Vías",2985834500,20766063585,0
"Chocó",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",701618778,708336979,0
"Chocó",2016,"Generación de energía",79480843,90835250,0
"Chocó",2017,"Práctica médica",635130164,745130164,0
"Chocó",2017,"Transporte de pasajeros",300000000,200000000,0
"Chocó",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1490024630,2980049262,0
"Chocó",2016,"Restaurantes y catering (servicios de comidas y bebidas)",77358024,85953360,0
"Chocó",2015,"Combustibles",487933883,487933884,0
"Chocó",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1318979121,3106670215,0
"Chocó",2017,"Servicios comunitarios y sociales",104792230,126050000,0
"Chocó",2015,"Práctica médica",146163600,159142000,0
"Cundinamarca",2016,"Equipos y suministros veterinarios",240117169,245029488,0
"Cundinamarca",2016,"Comida de animales",398168845,398220832,0
"Cundinamarca",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",2543379357,2543379357,0
"Cundinamarca",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",2246000000,2246000000,0
"Cundinamarca",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1469614750,1543920166,0
"Cundinamarca",2016,"Productos de talabartería y arreo",97642614,99635317,0
"Cundinamarca",2016,"Servicios de mantenimiento o reparaciones de transportes",469717942,533005433,0
"Cundinamarca",2015,"Comida de animales",213532114,307723400,0
"Cundinamarca",2015,"Servicios de mantenimiento o reparaciones de transportes",489671077,489671077,0
"Cundinamarca",2015,"Combustibles",124699404,124699404,403649
"Cundinamarca",2016,"Preparación, gestión y protección del terreno y del suelo",265973561,266681969,0
"Cundinamarca",2017,"Accesorios de oficina y escritorio",97220361,99500000,0
"Cundinamarca",2016,"Maquinaria, suministros y accesorios de oficina",61560670,62000000,0
"Cundinamarca",2015,"Preparación, gestión y protección del terreno y del suelo",599998169,600000000,0
"Cundinamarca",2016,"Restaurantes y catering (servicios de comidas y bebidas)",47825820,47885588,0
"Cundinamarca",2015,"Servicios de aseo y limpieza",62290213,62417885,0
"Cundinamarca",2016,"Servicios de pedología",849412320,849691455,0
"Cundinamarca",2016,"Seguridad y protección personal",64844272,64884273,0
"Cundinamarca",2016,"Servicios de seguros y pensiones",53097193,53124997,0
"Cundinamarca",2016,"Equipo informático y accesorios",112660000,112660000,0
"Cundinamarca",2016,"Semillas, bulbos, plántulas y esquejes",495382080,507628211,0
"Cundinamarca",2017,"Preparación, gestión y protección del terreno y del suelo",333226887,340027436,0
"Cundinamarca",2016,"Muebles de alojamiento",85900000,85900000,0
"Cundinamarca",2017,"Artículos de tocador y cuidado personal",123384742,123384742,0
"Cundinamarca",2016,"Transporte de pasajeros",152625000,153083333,0
"Cundinamarca",2016,"Servicios integrales de salud",3562000000,3562000000,0
"Cundinamarca",2016,"Servicios de aseo y limpieza",125070000,125070000,0
"Cundinamarca",2015,"Equipos, suministros y componentes eléctricos",131849704,137445406,0
"Cundinamarca",2016,"Estructuras y edificios móviles",89906072,110160238,0
"Cundinamarca",2015,"Estructuras y edificios móviles",60334198,106163573,0
"Cundinamarca",2017,"Combustibles",1400000000,1400000000,0
"Cundinamarca",2015,"Productos de carne y aves de corral",300000000,300000000,150000000
"Córdoba",2016,"Práctica médica",1228532000,1228532000,0
"Córdoba",2016,"Servicios integrales de salud",3199097872,14435489360,0
"Córdoba",2016,"Comida de animales",71339000,71342457,0
"Córdoba",2015,"Suministros, productos de tratamiento y cuidado del enfermo",82732500,82732500,0
"Córdoba",2015,"Práctica médica",1063610327,1433610327,0
"Córdoba",2016,"Servicios de construcción pesada",4347741758,22661828864,0
"Córdoba",2015,"Servicios integrales de salud",2245615900,2709426018,0
"Córdoba",2016,"Estructuras y edificios permanentes",491283013,507000000,0
"Córdoba",2016,"Carreteras y paisaje",428016916,428022391,0
"Córdoba",2017,"Servicios de construcción pesada",1087834767,1129998997,0
"Córdoba",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",877560586,887929685,0
"Córdoba",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1971843554,2075553362,184716389
"Córdoba",2015,"Servicios de construcción pesada",137199065,140000000,0
"Córdoba",2015,"Servicios de mantenimiento y construcción de comercio especializado",184950470,185000000,4156755
"Córdoba",2015,"Muebles de alojamiento",124861700,139158800,0
"Córdoba",2015,"Equipo de apoyo para Construcción y Mantenimiento",82036784,85902381,21193074
"Córdoba",2016,"Combustibles",567895604,567895604,0
"Córdoba",2015,"Combustibles",592207803,592207803,0
"Córdoba",2016,"Servicios de mantenimiento o reparaciones de transportes",1759847878,1759847879,0
"Córdoba",2015,"Servicios de mantenimiento o reparaciones de transportes",2054297328,2054297328,0
"Córdoba",2016,"Comercialización y distribución",74440000,74702399,0
"Córdoba",2016,"Suministros de aseo y limpieza",62841418,77999106,0
"Córdoba",2016,"Categorías de medicamentos varios",132000000,132000000,0
"Córdoba",2015,"Categorías de medicamentos varios",210000000,210000000,0
"Córdoba",2015,"Calefacción, ventilación y circulación del aire",64145082,64610032,28322603
"Córdoba",2016,"Transporte de pasajeros",32700000,32700000,0
"Córdoba",2015,"Seguridad y protección personal",93305759,93305759,0
"Córdoba",2017,"Seguridad y protección personal",52191193,52191198,0
"Córdoba",2016,"Seguridad y protección personal",92845409,92845409,0
"Guainía",2016,"Servicios de mantenimiento o reparaciones de transportes",330142140,392989520,0
"Guainía",2016,"Seguridad y protección personal",81886282,83077016,0
"Guainía",2015,"Seguridad y protección personal",73139422,80839795,0
"Guainía",2016,"Servicios de mantenimiento y construcción de comercio especializado",564069867,565714630,0
"Guainía",2016,"Combustibles",257478390,257478390,0
"Guainía",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",475000127,500000000,0
"Guainía",2016,"Servicios profesionales de ingeniería",100000000,100000000,0
"Guainía",2015,"Equipos, suministros y componentes eléctricos",42200000,42200000,0
"Guaviare",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",59999475,60000000,10000000
"Huila",2016,"Gestión medioambiental",1274169083,660436642,0
"Huila",2017,"Combustibles",200000000,200000000,0
"Huila",2016,"Combustibles",937775010,1010704130,0
"Huila",2015,"Combustibles",1105542160,1105542160,0
"Huila",2016,"Publicidad",106604000,149984612,0
"Huila",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1565560655,5992242624,0
"Huila",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1404214722,3532000000,0
"Huila",2016,"Seguridad y protección personal",207514954,216280749,0
"Huila",2015,"Gestión medioambiental",3647747719,3666291088,0
"Huila",2016,"Restaurantes y catering (servicios de comidas y bebidas)",75698410,82892500,0
"Huila",2017,"Servicios de mantenimiento o reparaciones de transportes",134000000,134000000,0
"Huila",2015,"Calefacción, ventilación y circulación del aire",138065195,140868478,23000000
"Huila",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",331114809,340345677,0
"Huila",2017,"Vías",886622608,907605602,0
"Huila",2016,"Protección medioambiental",903961500,904568618,0
"Huila",2016,"Servicios de construcción pesada",6329402145,89700714900,0
"Huila",2016,"Parcelas de tierra",2642955692,2646299903,0
"Huila",2015,"Estructuras y edificios permanentes",1228934766,1228934767,0
"Huila",2015,"Servicios de construcción de edificaciones no residenciales",85960000,86025434,0
"Huila",2017,"Servicios de construcción pesada",1130323530,1167995797,0
"Huila",2014,"Seguimiento, control y rehabilitación de la contaminación",255727800,255738700,0
"Huila",2016,"Suministros de oficina",54844000,75070242,0
"Huila",2017,"Estructuras y edificios permanentes",150911480,152352435,0
"Huila",2016,"Servicios de aseo y limpieza",1073068937,1210225818,0
"Huila",2015,"Accesorios de oficina y escritorio",574868249,578674999,41381010
"Huila",2017,"Servicios de administración de empresas",111240000,111240000,0
"Huila",2016,"Maquinaria, suministros y accesorios de oficina",21899000,31628005,0
"Huila",2015,"Seguridad y protección personal",42955787,42955794,0
"Huila",2016,"Entrega de servicios de tecnología de información",118112772,128508000,0
"Huila",2016,"Servicios profesionales de ingeniería",61430000,61442250,0
"Huila",2016,"Facilitación de viajes",100000000,100000000,0
"Huila",2016,"Maquinaria y equipo para agricultura, silvicultura y paisajismo",121000000,130850000,0
"Huila",2016,"Servicios de mantenimiento o reparaciones de transportes",2933442587,2933442587,0
"Huila",2016,"Transporte de correo y carga",35928439,35928438,0
"Huila",2015,"Instalaciones hoteleras, alojamientos y centros de encuentros",99520000,99520000,0
"Huila",2016,"Equipo informático y accesorios",335863000,336016885,0
"Huila",2016,"Transporte de pasajeros",162016025,176695165,0
"Huila",2015,"Productos de papel",169590537,169600000,0
"Huila",2016,"Medicamentos antiinfecciosos",116172872,116172872,0
"Huila",2016,"Muebles comerciales e industriales",25764964,49996000,0
"Huila",2016,"Estructuras y edificios permanentes",200000000,200000000,0
"Huila",2016,"Comida de animales",9384077663,93840776,0
"Huila",2016,"Tabaco y productos de fumar y substitutos",140551270,391102540,0
"Huila",2016,"Productos de panadería",217691470,219691470,0
