"Departamento","AnnoFirmaDelContrato","NombreFamilia","CuantiaContrato","CuantiaProceso","CuantiaAdiciones"
"La Guajira",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",689153944,707588155,0
"La Guajira",2014,"Servicios de aseo y limpieza",87718310,99116741,0
"La Guajira",2016,"Restaurantes y catering (servicios de comidas y bebidas)",155274000,156286328,0
"La Guajira",2016,"Servicios integrales de salud",950000000,950000000,0
"La Guajira",2017,"Servicios integrales de salud",1300000000,1300000000,0
"La Guajira",2016,"Servicios de construcción pesada",409960922,463141786,0
"La Guajira",2015,"Estructuras y edificios permanentes",1028846422,1029066170,0
"La Guajira",2014,"Servicios profesionales de ingeniería",533650460,533770712,0
"La Guajira",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1620000000,1620000000,0
"La Guajira",2015,"Protección medioambiental",11095579559,11183473153,0
"La Guajira",2016,"Combustibles",1658759666,1658759667,0
"La Guajira",2014,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",278650482,951633951,0
"La Guajira",2016,"Gestión medioambiental",200000000,200000000,0
"La Guajira",2017,"Servicios de entretenimiento",125462200,125462200,0
"La Guajira",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",780000000,930000000,0
"La Guajira",2016,"Servicios de mantenimiento o reparaciones de transportes",2188355561,2183355561,0
"La Guajira",2016,"Servicios de asesoría de gestión",75484005,75063505,0
"La Guajira",2015,"Servicios profesionales de ingeniería",129279680,129282638,0
"La Guajira",2017,"Práctica médica",100000000,100000000,0
"La Guajira",2017,"Seguridad y protección personal",68037908,68037908,0
"La Guajira",2016,"Seguridad y protección personal",63399518,63399442,0
"La Guajira",2016,"Servicios de seguros y pensiones",154337134,193039000,0
"La Guajira",2016,"Protección medioambiental",207889985,208000000,0
"La Guajira",2015,"Muebles de alojamiento",98000000,136000000,7987500
"La Guajira",2015,"Equipo industrial para alimentos y bebidas",79989900,159979800,0
"La Guajira",2016,"Estructuras y edificios permanentes",1001285559,1002132600,0
"Magdalena",2015,"Productos para animales domésticos",108798836,112164007,7174896
"Magdalena",2016,"Facilitación de viajes",455824860,455824860,0
"Magdalena",2017,"Servicios de mantenimiento o reparaciones de transportes",2699286370,5370823760,0
"Magdalena",2016,"Servicios de mantenimiento o reparaciones de transportes",4816833841,6157219970,0
"Magdalena",2016,"Seguridad y protección personal",211262109,307864662,0
"Magdalena",2016,"Productos quirúrgicos",294030183,951102405,0
"Magdalena",2016,"Servicios de aseo y limpieza",1148465220,1128919097,0
"Magdalena",2015,"Servicios de aseo y limpieza",234037067,253555420,0
"Magdalena",2016,"Óptica industrial",98259511,98259511,0
"Magdalena",2016,"Servicios integrales de salud",1939857142,2209857142,0
"Magdalena",2016,"Instrumentos de medida, observación y ensayo",28697820,28698367,0
"Magdalena",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",2527183823,2534744623,319165968
"Magdalena",2015,"Vías",745337663,764347995,0
"Magdalena",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1832665311,3451213312,0
"Magdalena",2016,"Vías",1456808224,7448020540,0
"Magdalena",2016,"Muebles comerciales e industriales",140736013,182774043,0
"Magdalena",2016,"Combustibles",3426137328,3426137328,0
"Magdalena",2015,"Combustibles",941395499,941395499,0
"Magdalena",2016,"Productos para animales domésticos",85349903,87091738,0
"Magdalena",2015,"Servicios de mantenimiento o reparaciones de transportes",650317886,650317886,295468324
"Magdalena",2017,"Comercialización y distribución",94650220,104488017,0
"Magdalena",2016,"Transporte marítimo",145000000,150000000,0
"Magdalena",2015,"Circuitos impresos, circuitos integrados y micro ensamblajes",49996000,50000000,0
"Magdalena",2016,"Servicios de mantenimiento y construcción de comercio especializado",43000000,43000000,0
"Magdalena",2015,"Muebles comerciales e industriales",143970018,150753945,0
"Magdalena",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",966675198,1933350398,0
"Magdalena",2015,"Protección contra incendios",210340000,224242852,0
"Magdalena",2017,"Servicios de aseo y limpieza",512145383,681134970,0
"Magdalena",2015,"Muebles de alojamiento",183241530,183270696,0
"Magdalena",2017,"Servicios comunitarios y sociales",222154000,222154000,0
"Magdalena",2016,"Servicios de entretenimiento",245890000,245890000,0
"Magdalena",2017,"Servicios integrales de salud",400000000,800000000,0
"Magdalena",2017,"Ayuda y asistencia humanitaria",89000000,89000000,0
"Magdalena",2015,"Chocolates, azúcares, edulcorantes y productos de confitería",94252259,94252382,0
"Magdalena",2016,"Orden público y seguridad",2770909564,2884656834,0
"Magdalena",2015,"Vehículos de motor",94000000,94000000,0
"Magdalena",2015,"Servicios de entretenimiento",179500000,179500000,0
"Meta",2017,"Servicios de reproducción",163000000,163000000,0
"Meta",2017,"Artículos de tocador y cuidado personal",119563920,119571710,0
"Meta",2015,"Muebles de alojamiento",287834176,290462984,41995253
"Meta",2017,"Horticultura",466496361,539304791,0
"Meta",2016,"Servicios de reproducción",180000000,180000000,0
"Meta",2016,"Comida de animales",250980000,256354579,0
"Meta",2016,"Productos de panadería",790000000,790000000,0
"Meta",2016,"Seguridad y protección personal",390086186,393484071,0
"Meta",2016,"Facilitación de viajes",300000000,300000000,0
"Meta",2015,"Banca e inversiones",180000000,180000000,0
"Meta",2016,"Combustibles",4430831606,4517868872,0
"Meta",2016,"Servicios de aseo y limpieza",191356030,202326687,0
"Meta",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",905880225,972989185,0
"Meta",2016,"Herramientas de mano",143708768,159848098,0
"Meta",2016,"Productos de carne y aves de corral",2625000000,2625000000,0
"Meta",2017,"Servicios de mantenimiento o reparaciones de transportes",270084858,270084858,0
"Meta",2015,"Servicios de mantenimiento o reparaciones de transportes",1761591215,1761591215,305301738
"Meta",2016,"Productos lácteos y huevos",275000000,275000000,0
"Meta",2016,"Suministros de oficina",159667964,159668000,0
"Meta",2012,"Servicios de construcción pesada",2128193736,2188946143,0
"Meta",2012,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1255285430,1260149001,0
"Meta",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1804064200,3488328400,0
"Meta",2013,"Servicios profesionales de ingeniería",86999304,87000000,43499652
"Meta",2016,"Servicios de construcción pesada",8194150204,97028919074,0
"Meta",2014,"Servicios profesionales de ingeniería",557001552,5826204457,0
"Meta",2017,"Restaurantes y catering (servicios de comidas y bebidas)",40531550,40821585,0
"Meta",2016,"Servicios de construcción de edificaciones no residenciales",97501510,100000000,0
"Meta",2017,"Equipo informático y accesorios",78727992,80187119,0
"Meta",2016,"Muebles comerciales e industriales",142225155,149616196,0
"Meta",2013,"Carreteras y paisaje",900992291,947326166,0
"Meta",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",104400000,104400000,0
"Meta",2017,"Calefacción, ventilación y circulación del aire",605650038,621280369,0
"Meta",2016,"Productos no comestibles de planta y silvicultura",68598090,70100000,0
"Meta",2016,"Servicios profesionales de ingeniería",96382237,100000000,0
"Meta",2016,"Servicios de mantenimiento o reparaciones de transportes",5033088621,9795877244,0
"Meta",2017,"Vías",745854264,760000000,0
"Meta",2016,"Servicios comunitarios y sociales",434442500,442625000,0
"Meta",2015,"Servicios de construcción pesada",515538610,541270395,0
"Meta",2015,"Servicios profesionales de ingeniería",67976573,69719562,0
"Meta",2017,"Combustibles",559251000,559251000,0
"Meta",2015,"Servicios de mantenimiento y construcción de comercio especializado",75200000,75200000,0
"Meta",2017,"Materiales para acabado de exteriores",414837212,502210222,0
"Meta",2015,"Protección contra incendios",50000000,72000000,0
"Meta",2016,"Estructuras y edificios permanentes",324663280,324720447,0
"Meta",2016,"Restaurantes y catering (servicios de comidas y bebidas)",69850000,74851387,0
"Meta",2015,"Restaurantes y catering (servicios de comidas y bebidas)",81735000,81735000,0
"Meta",2016,"Productos de talabartería y arreo",242642842,242642843,0
"Meta",2016,"Servicios informáticos",91500000,91500000,0
"Meta",2016,"Equipo informático y accesorios",37139720,37213000,0
"Meta",2017,"Circuitos impresos, circuitos integrados y micro ensamblajes",48603750,48900000,0
"Meta",2017,"Banca e inversiones",280000000,280000000,0
"Meta",2017,"Estructuras y edificios prefabricados",71476205,79098067,0
"Meta",2016,"Vegetales frescos",400000000,400000000,0
"Nariño",2016,"Servicios de mantenimiento o reparaciones de transportes",3174628756,3174628757,0
"Nariño",2016,"Combustibles",1843469353,1843469353,0
"Nariño",2016,"Seguridad y protección personal",5062346876,5068908347,0
"Nariño",2016,"Servicios de pedología",81641786,84823417,0
"Nariño",2016,"Servicios de aseo y limpieza",922947005,922946496,0
"Nariño",2017,"Servicios comunitarios y sociales",272527600,272527600,0
"Nariño",2016,"Restaurantes y catering (servicios de comidas y bebidas)",365665000,365665000,0
"Nariño",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",3598671459,3973016306,0
"Nariño",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1945680817,6911817035,0
"Nariño",2017,"Servicios de construcción pesada",1441751323,1509765332,0
"Nariño",2016,"Vías",11670063174,270267565480,0
"Nariño",2015,"Servicios de mantenimiento y construcción de comercio especializado",84508019,89445406,0
"Nariño",2017,"Productos de panadería",137383304,138073920,0
"Nariño",2017,"Productos de carne y aves de corral",93686091,94157092,0
"Nariño",2016,"Muebles de alojamiento",449826009,450000000,0
"Nariño",2017,"Servicios profesionales de ingeniería",663877200,664234200,0
"Nariño",2015,"Suministros de oficina",34859061,34859057,0
"Nariño",2016,"Suministros de oficina",150649953,150650000,0
"Nariño",2017,"Bebidas",91999363,91999810,0
"Nariño",2017,"Combustibles",1448491433,4345474299,0
"Nariño",2016,"Equipos y suministros veterinarios",129484154,129943595,0
"Nariño",2015,"Seguridad y protección personal",64891955,25348420,0
"Nariño",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1687521971,1776337932,754204280
"Nariño",2016,"Ferretería",110696600,110696600,0
"Nariño",2015,"Servicios de seguros y pensiones",67456124,68136344,0
"Nariño",2015,"Equipo informático y accesorios",151265031,496425000,0
"Nariño",2016,"Equipos y accesorios para acampada y exteriores",76979771,108400000,0
"Nariño",2016,"Facilitación de viajes",626500000,626500000,0
"Nariño",2017,"Servicios de mantenimiento o reparaciones de transportes",2946002476,3382633657,0
"Nariño",2015,"Muebles comerciales e industriales",187678975,187744006,0
"Nariño",2017,"Vías",128311923,131547170,0
"Norte De Santander",2015,"Servicios de construcción pesada",339099709,339268410,0
"Norte De Santander",2015,"Servicios de administración de empresas",375104555,376433201,0
"Norte De Santander",2017,"Vías",288497539,300000000,0
"Norte De Santander",2016,"Servicios de construcción pesada",1879124528,8594154412,0
"Norte De Santander",2016,"Vías",195291946,199997003,0
"Norte De Santander",2016,"Horticultura",151136238,151136238,0
"Norte De Santander",2016,"Combustibles",1592734406,4565194898,0
"Norte De Santander",2017,"Horticultura",250515995,250515995,0
"Norte De Santander",2016,"Protección medioambiental",140936002,140936002,0
"Norte De Santander",2016,"Seguridad y protección personal",6022307509,6499595618,0
"Norte De Santander",2017,"Servicios de aseo y limpieza",669970000,675600000,0
"Norte De Santander",2017,"Transporte de pasajeros",307200000,307200000,0
"Norte De Santander",2016,"Transporte de pasajeros",142600000,142600000,0
"Norte De Santander",2016,"Servicios de aseo y limpieza",2284152134,2420203477,0
"Norte De Santander",2015,"Restaurantes y catering (servicios de comidas y bebidas)",131938445,149345536,0
"Norte De Santander",2016,"Servicios de seguros y pensiones",0,0,0
"Norte De Santander",2015,"Combustibles",3352213134,3735102133,13360000
"Norte De Santander",2017,"Combustibles",297000000,297000000,0
"Norte De Santander",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",5581452131,5608394511,537766247
"Norte De Santander",2016,"Servicios integrales de salud",2550000000,2550000000,0
"Norte De Santander",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1703670149,1704343424,0
"Norte De Santander",2017,"Servicios de asesoría de gestión",408161492,408211335,0
"Norte De Santander",2017,"Servicios de construcción pesada",775796289,776397524,0
"Norte De Santander",2015,"Servicios de mantenimiento o reparaciones de transportes",829762824,2751861996,304647740
"Norte De Santander",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",2357573213,4013290000,0
"Norte De Santander",2017,"Servicios de recursos humanos",32337060,32477170,0
"Norte De Santander",2017,"Servicios de construcción de edificaciones no residenciales",220264557,220452812,0
"Norte De Santander",2016,"Servicios de mantenimiento o reparaciones de transportes",3046529738,5893059476,0
"Norte De Santander",2015,"Seguridad y protección personal",44454003,48766029,0
"Norte De Santander",2016,"Suministros de oficina",206185782,276408391,0
"Norte De Santander",2017,"Productos de papel",98864009,99000000,0
"Norte De Santander",2017,"Maquinaria, suministros y accesorios de oficina",69999978,70000000,0
"Norte De Santander",2017,"Seguridad y protección personal",830783819,1080852527,0
"Norte De Santander",2017,"Servicios de animales vivos",93582552,93594547,0
"Norte De Santander",2016,"Muebles de alojamiento",165620000,169280139,0
"Norte De Santander",2016,"Equipo informático y accesorios",259068600,259100000,0
"Norte De Santander",2016,"Suministros, productos de tratamiento y cuidado del enfermo",81760000,81760000,0
"Norte De Santander",2017,"Servicios de mantenimiento y construcción de comercio especializado",995915989,995916907,0
"Norte De Santander",2015,"Servicios comunitarios y sociales",90315000,90315186,36923442
"Norte De Santander",2016,"Instrumentos de medida, observación y ensayo",33492680,33500000,0
"Norte De Santander",2015,"Facilitación de viajes",430000000,522000000,214368000
"Norte De Santander",2017,"Servicios de mantenimiento o reparaciones de transportes",242999999,243000000,0
"Norte De Santander",2016,"Servicios comunitarios y sociales",224466000,232438000,0
"Norte De Santander",2016,"Restaurantes y catering (servicios de comidas y bebidas)",313602000,313602000,0
"Norte De Santander",2017,"Protección medioambiental",187958657,187958657,0
"Norte De Santander",2016,"Servicios de animales vivos",59016624,59487990,0
"Norte De Santander",2015,"Equipos, suministros y componentes eléctricos",143136280,146449954,3444112
"Norte De Santander",2016,"Calefacción, ventilación y circulación del aire",110000000,110000000,0
"Norte De Santander",2017,"Calefacción, ventilación y circulación del aire",130963607,135000000,0
"Norte De Santander",2015,"Seguridad y control público",37120000,89999964,0
"Norte De Santander",2016,"Comida de animales",121831481,121848645,0
"Norte De Santander",2016,"Publicidad",87028200,87028200,0
"Norte De Santander",2016,"Componentes para tecnología de la información, difusión o telecomunicaciones",103726000,103731028,0
"Norte De Santander",2017,"Equipo de laboratorio y científico",32691680,33607351,0
"Norte De Santander",2015,"Publicidad",92247200,101213645,0
"Norte De Santander",2015,"Equipos de audio y video para presentación y composición",71560000,71660000,0
"Norte De Santander",2017,"Facilitación de viajes",190000000,190000000,0
"Norte De Santander",2017,"Restaurantes y catering (servicios de comidas y bebidas)",465092276,465092276,0
"Norte De Santander",2016,"Facilitación de viajes",120000000,120000000,0
"Norte De Santander",2016,"Servicios de administración de empresas",129000000,129000000,0
"Norte De Santander",2016,"Servicios fotográficos",19000000,24421800,0
"Norte De Santander",2016,"Servicios de información",107480960,134995000,0
"Norte De Santander",2016,"Servicios profesionales de ingeniería",10634125330,10635416542,0
"Norte De Santander",2017,"Servicios profesionales de ingeniería",605888460,260705251,0
"Norte De Santander",2016,"Preparación, gestión y protección del terreno y del suelo",8158507495,8158878505,0
"Norte De Santander",2015,"Protección medioambiental",2446416781,2446416781,0
"Norte De Santander",2016,"Desarrollo y vigilancia de recursos hidráulicos",2917733248,2933600000,0
"Norte De Santander",2016,"Comercialización y distribución",97110625,100000000,0
"Norte De Santander",2017,"Aeronaves",53999995,54000000,0
"Norte De Santander",2017,"Servicios de seguros y pensiones",589000000,620000000,0
"Putumayo",2017,"Combustibles",40000000,40000000,0
"Putumayo",2016,"Servicios de mantenimiento o reparaciones de transportes",723000000,723000000,0
"Putumayo",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",577281552,626000000,130000000
"Putumayo",2015,"Servicios de asesoría de gestión",100000000,100000000,0
"Putumayo",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1237148137,1342000000,0
"Putumayo",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1172973246,1172973246,0
"Putumayo",2016,"Materiales de acabado de interiores",58400000,58400000,0
"Putumayo",2016,"Combustibles",594393837,594393837,0
"Putumayo",2016,"Muebles de alojamiento",90012800,112290000,0
"Putumayo",2016,"Servicios de aseo y limpieza",282986129,282986129,0
"Putumayo",2016,"Seguridad y protección personal",1940002376,1845072475,0
"Quindío",2015,"Instrumentos de medida, observación y ensayo",217107526,445431808,0
"Quindío",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1767116661,1803887060,0
"Quindío",2015,"Práctica médica",3280000000,3352000000,136000000
"Quindío",2016,"Práctica médica",2406000000,2406000000,0
"Quindío",2017,"Restaurantes y catering (servicios de comidas y bebidas)",149998000,149998000,0
"Quindío",2015,"Muebles de alojamiento",90971706,166281700,0
"Quindío",2016,"Servicios profesionales de ingeniería",146206165,146427840,0
"Quindío",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1577560466,1611034295,0
"Quindío",2015,"Servicios profesionales de ingeniería",126415326,133922274,0
"Quindío",2016,"Servicios de construcción pesada",1809620631,5428861893,0
"Quindío",2015,"Silvicultura",65344072,77435065,0
"Quindío",2016,"Servicios de mantenimiento o reparaciones de transportes",954670703,954670703,0
"Quindío",2016,"Seguridad y protección personal",82086000,82086012,0
"Quindío",2017,"Vías",494014177,499975956,0
"Risaralda",2016,"Instrumentos de medida, observación y ensayo",167871419,335742910,0
"Risaralda",2016,"Productos de examen y control del paciente",136612565,347002792,0
"Risaralda",2016,"Servicios de aseo y limpieza",1096925004,1100427167,0
"Risaralda",2016,"Práctica médica",442648660,1011632964,0
"Risaralda",2016,"Servicios integrales de salud",2336379018,2336379018,0
"Risaralda",2016,"Vías",391277053,400000000,0
"Risaralda",2015,"Combustibles",3021161436,3021161437,0
"Risaralda",2016,"Servicios de mantenimiento o reparaciones de transportes",1206350021,4335265684,0
"Risaralda",2017,"Servicios de mantenimiento o reparaciones de transportes",2669006559,2669006559,0
"Risaralda",2015,"Servicios de mantenimiento o reparaciones de transportes",3202219640,3905131284,0
"Risaralda",2016,"Servicios comunitarios y sociales",298621160,298061160,0
"Risaralda",2015,"Equipo informático y accesorios",26358714,111672857,0
"Risaralda",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1780717040,1804867409,46240408
"Risaralda",2017,"Estructuras y edificios permanentes",176986635,179988548,0
"Risaralda",2017,"Vías",1053680517,1100000000,0
"Risaralda",2016,"Servicios de construcción pesada",3768839836,30164264242,0
"Risaralda",2016,"Combustibles",486295555,486298900,0
"Risaralda",2016,"Suministros, productos de tratamiento y cuidado del enfermo",332946479,1087955553,0
"Risaralda",2016,"Transporte de pasajeros",530584500,530584500,0
"Risaralda",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1357220996,1357220997,0
"Risaralda",2017,"Práctica médica",100000000,100000000,0
"Risaralda",2017,"Servicios de construcción pesada",1368911801,1000399749,0
"Risaralda",2015,"Vehículos de motor",263189293,268560503,6390210
"Risaralda",2017,"Servicios comunitarios y sociales",235487334,244297334,0
"Risaralda",2015,"Muebles de alojamiento",121893371,126919378,0
"Risaralda",2016,"Muebles de alojamiento",150292662,154940888,0
"Risaralda",2016,"Prevención y control de enfermedades",900000000,900000000,0
"Risaralda",2016,"Servicios públicos",107330000,107330000,0
"Risaralda",2017,"Servicios profesionales de ingeniería",99999895,99999895,0
"San Andrés",2016,"Seguridad y protección personal",96579954,96579954,0
"San Andrés",2017,"Suministros y accesorios de laboratorio",58267275,58275200,0
"San Andrés",2015,"Suministros y accesorios de laboratorio",66000000,66051827,0
"San Andrés",2015,"Seguridad y protección personal",52755805,54888893,0
"San Andrés",2017,"Seguridad y protección personal",59939854,50939854,0
"San Andrés",2016,"Servicios de aseo y limpieza",26004564,26004564,0
"San Andrés",2016,"Combustibles",41162053,41162053,0
"San Andrés",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",195170950,199914339,0
"San Andrés",2016,"Calefacción, ventilación y circulación del aire",23744300,26425640,0
"San Andrés",2016,"Servicios de seguros y pensiones",27992416,28000000,0
"Santander",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",3438709618,11669593242,0
"Santander",2016,"Calefacción, ventilación y circulación del aire",90925561,127429480,0
"Santander",2015,"Restaurantes y catering (servicios de comidas y bebidas)",168006000,504018000,0
"Santander",2015,"Servicios profesionales de ingeniería",561570047,561643650,0
"Santander",2016,"Servicios de aseo y limpieza",1451461961,1578136364,0
"Santander",2016,"Productos de cereales y legumbres",128260000,128260000,0
"Santander",2017,"Productos de cereales y legumbres",150930000,150930000,0
"Santander",2017,"Combustibles",2335372681,25040861057,0
"Santander",2015,"Combustibles",1249757691,14663332834,0
"Santander",2016,"Combustibles",3944460573,25590812924,0
"Santander",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",5985595455,6985242566,258167865
"Santander",2016,"Servicios integrales de salud",3194000000,3194000000,0
"Santander",2017,"Suministros, productos de tratamiento y cuidado del enfermo",662300000,4746000000,0
"Santander",2017,"Restaurantes y catering (servicios de comidas y bebidas)",456765225,480805500,0
"Santander",2016,"Comercialización y distribución",393501061,414211586,0
"Santander",2016,"Vehículos de motor",785310148,785310148,0
"Santander",2017,"Servicios de mantenimiento o reparaciones de transportes",6143408483,18255649615,0
"Santander",2016,"Servicios de mantenimiento o reparaciones de transportes",5151295372,9698318098,0
"Santander",2017,"Servicios integrales de salud",2295000000,3195000000,0
"Santander",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",3761625860,3812319658,0
"Santander",2016,"Restaurantes y catering (servicios de comidas y bebidas)",144000000,576000000,0
"Santander",2016,"Suministros de oficina",102500000,102500000,0
"Santander",2016,"Componentes para tecnología de la información, difusión o telecomunicaciones",167000000,170000000,0
"Santander",2016,"Transporte de pasajeros",290940000,282755000,0
"Santander",2015,"Servicios de mantenimiento o reparaciones de transportes",3666628623,7732020794,30000000
"Santander",2015,"Servicios de construcción pesada",5149273466,5150000000,0
"Santander",2017,"Práctica médica",250000000,400000000,0
"Santander",2016,"Ferretería",112755209,112755209,0
"Santander",2016,"Seguridad y protección personal",4181924909,4182860380,0
"Santander",2016,"Eliminación y tratamiento de desechos",43333404,46666740,0
"Santander",2016,"Cuerda, cadena, cable, alambre y correa",405683002,413962247,0
"Santander",2017,"Productos quirúrgicos",602204000,602204000,0
"Santander",2016,"Muebles de alojamiento",276750417,284756685,0
"Santander",2017,"Servicios de aseo y limpieza",131600007,140000007,0
"Santander",2016,"Comida de animales",453506421,461080465,0
"Santander",2015,"Lubricantes, aceites, grasas y anticorrosivos",85028439,90000000,0
"Santander",2015,"Calefacción, ventilación y circulación del aire",374438570,393741958,7760718
"Santander",2016,"Resinas y colofonias y otros materiales derivados de resina",100448250,100500000,0
"Santander",2015,"Resinas y colofonias y otros materiales derivados de resina",84542400,84600000,0
"Santander",2016,"Servicios de reproducción",312661423,312661423,0
"Santander",2015,"Tejidos y materiales de cuero",74020373,74025000,0
"Santander",2016,"Artículos de tocador y cuidado personal",73697580,73700000,0
"Santander",2016,"Juguetes y juegos",80000000,80000000,0
"Santander",2015,"Equipo de apoyo para Construcción y Mantenimiento",77846437,77846437,0
"Santander",2015,"Muebles comerciales e industriales",203000000,317289000,0
"Santander",2017,"Artículos de tocador y cuidado personal",127225140,127239220,0
"Santander",2015,"Equipos, suministros y componentes eléctricos",115710000,117500000,0
"Santander",2017,"Equipos y suministros dentales",230500000,230500000,0
"Santander",2016,"Componentes y sistemas de transporte",70000000,70000000,0
"Santander",2016,"Equipo de laboratorio y científico",304400000,324000000,0
"Santander",2015,"Productos de examen y control del paciente",485000000,485000000,0
"Santander",2017,"Productos de hacer imágenes diagnósticas médicas y de medicina nuclear",84780000,84780000,0
"Santander",2015,"Seguridad y protección personal",53827970,56510788,0
"Santander",2017,"Seguridad y protección personal",73277315,77870776,0
"Santander",2016,"Maquinaria, suministros y accesorios de oficina",178010331,178064400,0
"Santander",2016,"Vías",10621367892,215477754156,0
"Santander",2017,"Vías",1628420664,1738954190,0
"Santander",2015,"Vías",486238113,504009563,0
"Santander",2017,"Tabaco y productos de fumar y substitutos",168200038,299401538,0
"Santander",2017,"Bebidas",154700999,154701010,0
"Santander",2016,"Medicamentos antiinfecciosos",76076861,76846902,0
"Santander",2016,"Electrónica de consumo",83059641,84798000,0
"Santander",2016,"Etiquetado y accesorios",73915493,75423972,0
"Sucre",2016,"Gestión medioambiental",1518148500,1518282888,0
"Sucre",2017,"Comida de animales",82271800,82271801,0
"Sucre",2016,"Productos para animales domésticos",193657122,195613254,0
"Sucre",2014,"Comida de animales",85710800,87460000,0
"Sucre",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",2427433674,2436716837,0
"Sucre",2015,"Servicios integrales de salud",1456479627,1456479627,124773486
"Sucre",2015,"Práctica médica",90000000,90000000,0
"Sucre",2016,"Servicios integrales de salud",3136118760,3136118760,0
"Sucre",2015,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",185810759,188992912,60000000
"Sucre",2016,"Servicios de construcción pesada",632440732,1472481954,0
"Sucre",2015,"Carreteras y paisaje",104498896,104498896,0
"Sucre",2016,"Componentes estructurales y formas básicas",41758012,42000000,0
"Sucre",2016,"Servicios de aseo y limpieza",374065428,376574849,0
"Sucre",2017,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",1951404257,1956155195,0
"Sucre",2017,"Suministros de aseo y limpieza",77500000,77500000,0
"Sucre",2017,"Eliminación y tratamiento de desechos",120967946,120967947,0
"Sucre",2016,"Muebles de alojamiento",324875488,324875488,0
"Sucre",2017,"Servicios de mantenimiento o reparaciones de transportes",1405083187,1405083187,0
"Sucre",2016,"Servicios de mantenimiento o reparaciones de transportes",2060318811,2060568104,0
"Sucre",2016,"Servicios comunitarios y sociales",173690000,173690000,0
"Sucre",2017,"Servicios comunitarios y sociales",154484000,154484000,0
"Sucre",2016,"Combustibles",42281600,42556000,0
"Sucre",2017,"Calefacción, ventilación y circulación del aire",99500000,99500000,0
"Sucre",2015,"Calefacción, ventilación y circulación del aire",87027863,87027863,30051500
"Sucre",2016,"Calefacción, ventilación y circulación del aire",104375744,104375744,0
"Sucre",2016,"Seguridad y control público",46306296,79156063,0
"Sucre",2015,"Transporte de pasajeros",137000000,137000000,0
"Sucre",2016,"Comida de animales",85767904,86634247,0
"Sucre",2016,"Carreteras y paisaje",199618600,199999290,0
"Sucre",2016,"Seguridad y protección personal",1413317318,1413151086,0
"Tolima",2016,"Servicios integrales de salud",6770233430,6770233430,0
"Tolima",2015,"Muebles de alojamiento",99355088,861155020,6029266
"Tolima",2015,"Equipo de laboratorio y científico",62872000,93089494,0
"Tolima",2015,"Equipo informático y accesorios",89351400,89351400,0
"Tolima",2017,"Caucho y elastómeros",69977579,390362210,0
"Tolima",2015,"Suministros de aseo y limpieza",174198179,174198179,0
"Tolima",2015,"Carrocerías y remolques",179984440,179985333,0
"Tolima",2016,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones",930847424,1834262200,0
"Tolima",2016,"Tratamiento, suministros y eliminación de agua y aguas residuales",125399219,125407396,0
"Tolima",2015,"Combustibles",1866351504,3732703010,0
"Tolima",2015,"Combustibles gaseosos y aditivos",555926230,555926230,0
"Tolima",2017,"Práctica médica",142500000,142500000,0
"Tolima",2017,"Suministros de aseo y limpieza",117491000,117491000,0
"Tolima",2016,"Resinas y colofonias y otros materiales derivados de resina",88367546,88367546,0
"Tolima",2015,"Seguridad y protección personal",256131300,293608984,32939669
"Tolima",2016,"Estructuras y edificios permanentes",4323000000,4323000000,0
"Tolima",2015,"Estructuras y edificios permanentes",157000000,157000000,0
