ano,departamento,municipio,numero_de_muestras,promedio_irca
2015,Antioquia,Peñol,23,1.15
2015,Cundinamarca,Nemocón,17,4.68
2015,Norte de Santander,Convención,22,35.11
2015,Bolívar,Villanueva,13,44.89
2015,Norte de Santander,Sardinata,19,28.37
2015,Norte de Santander,Villa Caro,7,32.21
2015,Sucre,San Onofre,51,7
2015,Norte de Santander,Chitagá,14,34.39
2015,Boyacá,Panqueba,23,45.45
2015,Sucre,La Unión,21,10.82
2015,Huila,Baraya,63,49.39
2015,La Guajira,Albania,6,21.91
2015,Valle del Cauca,Calima,24,37.06
2015,Tolima,Ibagué,514,49.64
2015,Antioquia,San Roque,29,2.96
2015,Huila,Yaguará,63,40.57
2015,Cundinamarca,La Vega,12,0
2015,Cundinamarca,Bituima,10,5.53
2015,Córdoba,Tuchin,3,0
2015,Huila,Saladoblanco,56,52.35
2015,Antioquia,Uramita,49,9.63
2015,Santander,El Playón,11,50.4
2015,Cundinamarca,Ubalá,11,12.38
2015,Antioquia,San Francisco,23,5.59
2015,Cundinamarca,Gutiérrez,12,18.6
2015,Antioquia,Heliconia,30,0.88
2015,Sucre,Coveñas,29,9.25
2015,Valle del Cauca,Guacarí,33,16.84
2015,Caquetá,El Doncello,21,0.1
2015,Antioquia,Ebéjico,18,0
2015,Nariño,Magüi,9,82.14
2015,Cundinamarca,Guachetá,12,4.63
2015,Boyacá,Rondón,14,45.26
2015,Antioquia,Giraldo,22,1.21
2015,Antioquia,Venecia,25,0.74
2015,La Guajira,Manaure,20,6.9
2015,Cauca,Mercaderes,32,5.63
2015,Antioquia,San Luis,39,8.48
2015,Santander,Sabana De Torres,46,8.26
2015,Huila,Pital,63,56.59
2015,Santander,Bucaramanga,196,2.68
2015,Boyacá,Campohermoso,15,0.98
2015,Boyacá,Santa María,19,33.55
2015,Boyacá,Páez,22,44.39
2015,Norte de Santander,Salazar,15,22.42
2015,Boyacá,Coper,24,41
2015,Cundinamarca,Agua De Dios,24,0.69
2015,Cundinamarca,Une,10,4.91
2015,Santander,Carcasí,8,8.88
2015,Putumayo,Villagarzón,13,53.36
2015,Atlántico,Ponedera,36,2.63
2015,Boyacá,Sora,24,22.47
2015,Cundinamarca,Medina,12,5.31
2015,Huila,Neiva,150,22.76
2015,Caldas,Victoria,65,64.83
2015,Boyacá,Togüí,30,51.92
2015,Antioquia,Cáceres,21,17.91
2015,Córdoba,Montelíbano,36,9.35
2015,Cesar,San Martín,13,13.48
2015,Tolima,Casabianca,2,0
2015,Nariño,La Cruz,102,50.27
2015,Caldas,Manizales,127,43.92
2015,Caldas,Supía,127,64.83
2015,Santander,Concepción,9,24.62
2015,Boyacá,Güicán,24,31.28
2015,Santander,Valle De San José,6,14.37
2015,Huila,Oporapa,57,61.03
2015,Cundinamarca,Tabio,13,9.42
2015,Boyacá,Viracachá,23,27.83
2015,Caldas,Filadelfia,117,62.24
2015,Atlántico,Piojó,17,0
2015,Meta,La Macarena,14,22.65
2015,Córdoba,Los Córdobas,6,10.98
2015,Atlántico,Barranquilla,261,0
2015,Caldas,Norcasia,53,55.71
2015,Bolívar,Santa Rosa Del Sur,12,80.89
2015,Boyacá,Buenavista,16,35.03
2015,Bolívar,Barranco De Loba,11,35.74
2015,Atlántico,Sabanagrande,18,0
2015,Valle del Cauca,Dagua,75,26.91
2015,Antioquia,San José De La Montaña,27,1.73
2015,Cauca,Paez,35,1.32
2015,Antioquia,Anza,22,0.88
2015,Antioquia,Liborina,24,0
2015,Boyacá,Gachantivá,22,37.39
2015,Huila,Iquira,61,45.95
2015,Norte de Santander,Puerto Santander,12,10.92
2015,Boyacá,Sotaquirá,73,44.06
2015,Valle del Cauca,San Pedro,23,17.87
2015,Atlántico,Santa Lucía,16,45.34
2015,Boyacá,Pesca,34,36.72
2015,Sucre,El Roble,12,26.49
2015,Huila,Santa María,35,45.67
2015,Cauca,Morales,35,8.01
2015,Huila,Nátaga,62,52.22
2015,Caldas,Aranzazu,120,69.07
2015,Magdalena,Nueva Granada,11,41.46
2015,Cauca,Villa Rica,10,28.08
2015,Cundinamarca,Quipile,11,4.86
2015,Cundinamarca,Fusagasugá,204,0.69
2015,Cundinamarca,Chaguaní,12,11.25
2015,Norte de Santander,Pamplona,57,8.35
2015,Quindio,Salento,27,6.67
2015,Caldas,Pensilvania,111,58.2
2015,Bolívar,San Estanislao,16,28.95
2015,Antioquia,El Bagre,34,3.23
2015,Boyacá,Chinavita,30,55.57
2015,Norte de Santander,Mutiscua,9,22.3
2015,Santander,Cabrera,11,7.03
2015,Meta,Puerto Rico,14,6.69
2015,Santander,El Peñón,7,18.14
2015,Caldas,Chinchiná,151,22.63
2015,Casanare,Trinidad,14,33.16
2015,Cundinamarca,Gachala,12,0
2015,Bolívar,San Jacinto Del Cauca,9,71.67
2015,Boyacá,Monguí,26,55.58
2015,Nariño,Albán,75,49.73
2015,Boyacá,Umbita,22,43.38
2015,Putumayo,San Francisco,10,59.18
2015,Magdalena,Pivijay,36,23.07
2015,Vichada,Puerto Carreño,43,10.02
2015,Boyacá,Santana,32,45.57
2015,Cundinamarca,Cucunubá,27,1.74
2015,Valle del Cauca,La Victoria,35,15.31
2015,Cesar,San Diego,1,0
2015,Santander,Villanueva,7,2.68
2015,Atlántico,Repelón,35,19.76
2015,Antioquia,Puerto Nare,78,1.03
2015,Córdoba,San Bernardo Del Viento,12,40.52
2015,Cundinamarca,Pasca,12,19.28
2015,Boyacá,Puerto Boyacá,86,10
2015,Nariño,Cumbal,122,42.58
2015,Bolívar,El Peñón,11,41.63
2015,Santander,San Joaquín,7,4.95
2015,Boyacá,Tunja,233,13.68
2015,Boyacá,Somondoco,24,55.09
2015,Atlántico,Baranoa,29,32.68
2015,Antioquia,Caucasia,70,1.69
2015,Cundinamarca,Paratebueno,12,17.66
2015,Nariño,Iles,118,50.4
2015,Boyacá,Otanche,23,37.8
2015,Norte de Santander,Durania,17,24.17
2015,Nariño,Ricaurte,69,61.11
2015,Caquetá,Milán,22,40.64
2015,Cauca,El Tambo,26,0
2015,Norte de Santander,Toledo,18,33.88
2015,Antioquia,Abriaquí,24,4.63
2015,Nariño,La Tola,3,28.4
2015,Tolima,Anzoátegui,22,17.09
2015,Boyacá,Toca,33,45.02
2015,Norte de Santander,San Calixto,13,40.48
2015,Cauca,Patía,24,3.75
2015,Boyacá,Covarachía,16,31.44
2015,Santander,Aguada,9,9.87
2015,La Guajira,Hato Nuevo,11,32.07
2015,Bolívar,Río Viejo,8,51.92
2015,Bolívar,San Cristóbal,13,32.27
2015,Caldas,Marulanda,30,52.03
2015,Huila,Tarqui,62,36.97
2015,Cundinamarca,Mosquera,60,0.59
2015,Córdoba,San Pelayo,13,49.59
2015,Cauca,Cajibío,35,2.71
2015,Bogotá DC,Bogotá DC,2546,7.35
2015,Nariño,San Pedro De Cartago,74,57.83
2015,Putumayo,Orito,3,78.65
2015,Cundinamarca,Supatá,12,7.89
2015,Bolívar,Pinillos,8,25.76
2015,Cundinamarca,Chía,74,0.37
2015,Boyacá,Pajarito,16,30.05
2015,Magdalena,Fundación,57,23.99
2015,Vichada,Santa Rosalía,54,9.01
2015,Cundinamarca,Tibacuy,12,4.66
2015,Boyacá,Nuevo Colón,29,18.87
2015,Sucre,Sucre,15,16.95
2015,Antioquia,Retiro,53,1.21
2015,Caldas,Aguadas,170,57.81
2015,Córdoba,Ciénaga De Oro,31,4.16
2015,Cundinamarca,Guayabal De Siquima,12,8.33
2015,Cesar,Chimichagua,3,0.52
2015,Cundinamarca,La Palma,9,32.49
2015,Santander,Málaga,15,3.98
2015,Casanare,Monterrey,48,44.77
2015,Valle del Cauca,Ginebra,37,37.05
2015,Antioquia,Angostura,29,0.85
2015,Atlántico,Suan,18,14.9
2015,Cundinamarca,Gama,13,4.09
2015,Boyacá,Paya,15,25.74
2015,Magdalena,Remolino,18,54.01
2015,Cundinamarca,Caqueza,11,3.13
2015,Antioquia,Ciudad Bolívar,77,4.02
2015,Cundinamarca,San Antonio Del Tequendama,17,1.18
2015,Boyacá,Ciénega,30,48.95
2015,Cundinamarca,Girardot,52,0.72
2015,Cundinamarca,Nocaima,12,7.96
2015,Nariño,Tangua,95,42.33
2015,Tolima,Ortega,16,11.2
2015,Casanare,Orocué,12,12.13
2015,Santander,Vetas,4,43.15
2015,Boyacá,Tutazá,16,4.19
2015,Cundinamarca,Pandi,14,13.85
2015,Cauca,Santa Rosa,25,1.75
2015,Putumayo,Puerto Caicedo,13,26.76
2015,Boyacá,Chíquiza,12,21.92
2015,Córdoba,Canalete,7,55.93
2015,Valle del Cauca,Yumbo,288,17.99
2015,Cundinamarca,Guataquí,10,21.71
2015,Santander,San Miguel,11,3.3
2015,Magdalena,Sabanas De San Angel,20,2.82
2015,Santander,California,8,4.4
2015,Antioquia,Nariño,47,58.78
2015,Boyacá,Floresta,18,13.28
2015,Magdalena,Zapayán,11,88.84
2015,Sucre,Palmito,17,43.66
2015,Santander,Coromoro,3,27.53
2015,Quindio,Filandia,24,0
2015,Boyacá,Belén,33,34.21
2015,Boyacá,Nobsa,44,4.47
2015,Casanare,Pore,28,44.31
2015,Cundinamarca,Anapoima,42,12.02
2015,Cundinamarca,Viotá,10,8.65
2015,Atlántico,Palmar De Varela,19,0
2015,Boyacá,Mongua,28,44.67
2015,Boyacá,Firavitoba,26,8.7
2015,Cesar,Astrea,12,40.52
2015,Santander,Rionegro,10,20.57
2015,La Guajira,Dibulla,23,85.5
2015,Boyacá,Labranzagrande,24,39.67
2015,Norte de Santander,Santiago,6,4.4
2015,Valle del Cauca,La Unión,72,11.8
2015,Antioquia,Concordia,22,4.45
2015,Valle del Cauca,Bugalagrande,55,19.4
2015,Arauca,Puerto Rondón,17,1.14
2015,Boyacá,San Eduardo,21,55.55
2015,Cesar,Agustín Codazzi,58,5.94
2015,Cauca,Rosas,30,8.82
2015,Nariño,El Rosario,69,58.49
2015,Santander,Hato,10,3.54
2015,Bolívar,Cartagena,467,0.01
2015,Meta,San Carlos De Guaroa,17,21.27
2015,Antioquia,Carepa,43,0
2015,Nariño,Providencia,59,63.83
2015,Huila,Altamira,61,52.24
2015,Boyacá,Tasco,28,5.35
2015,Antioquia,Concepción,27,0.13
2015,Antioquia,Toledo,24,11.02
2015,Chocó,Cértegui,3,31.74
2015,Cauca,Miranda,34,4.79
2015,Tolima,Rioblanco,12,16.45
2015,Sucre,Sincelejo,102,2.28
2015,Antioquia,Guarne,26,1.73
2015,Magdalena,Santa Ana,56,62.97
2015,Nariño,La Llanada,34,46.43
2015,Antioquia,Copacabana,51,0.76
2015,Cauca,Sucre,19,0.21
2015,Boyacá,Motavita,23,8.38
2015,Valle del Cauca,Jamundí,122,7.72
2015,Boyacá,Tenza,21,35.49
2015,Nariño,San Bernardo,70,62.45
2015,Cundinamarca,Sopó,42,0.04
2015,Quindio,Armenia,131,0.36
2015,Antioquia,El Santuario,72,2.11
2015,Boyacá,Chita,19,9.38
2015,Boyacá,Tipacoque,16,28.92
2015,Bolívar,Mompós,9,24.35
2015,Boyacá,La Uvita,22,34.94
2015,Quindio,Buenavista,29,0.66
2015,Nariño,La Unión,142,59.95
2015,Boyacá,Aquitania,35,27.12
2015,Boyacá,Tota,28,48.06
2015,Cundinamarca,Ricaurte,12,0
2015,Antioquia,Betania,29,3.16
2015,Valle del Cauca,Vijes,48,44.37
2015,Nariño,Túquerres,222,53.26
2015,Santander,El Carmen De Chucurí,6,0.28
2015,Tolima,Villarrica,14,87.05
2015,Cundinamarca,Cota,46,10.44
2015,Boyacá,Siachoque,30,30.83
2015,Cundinamarca,Tocancipá,44,0.37
2015,Bolívar,Arenal,14,59.09
2015,Santander,Suratá,12,23.27
2015,Boyacá,Quípama,25,8.67
2015,Santander,Guaca,11,12.98
2015,Santander,Bolívar,8,4.81
2015,Cundinamarca,Gachetá,12,5.79
2015,Huila,Algeciras,62,50.81
2015,Santander,Chima,11,11.66
2015,Caldas,San José,82,58.56
2015,Huila,Paicol,63,50.84
2015,Antioquia,San Pedro De Los Milagros,29,0.73
2015,Santander,Gambita,10,16.69
2015,Valle del Cauca,Guadalajara De Buga,118,32.44
2015,Antioquia,Buriticá,21,0.92
2015,La Guajira,La Jagua Del Pilar,12,31.74
2015,Norte de Santander,Hacarí,9,25.95
2015,Magdalena,Chibolo,21,61.87
2015,Cesar,Becerril,7,29.91
2015,Cundinamarca,Albán,24,7.03
2015,Cundinamarca,Manta,12,24.17
2015,Caldas,Marquetalia,120,67.6
2015,Caldas,Manzanares,135,61.65
2015,Meta,Cumaral,44,21.6
2015,Antioquia,Puerto Triunfo,80,9.48
2015,Nariño,Policarpa,65,67.53
2015,Putumayo,Sibundoy,12,56.06
2015,Caldas,Viterbo,60,51.13
2015,Cundinamarca,Tausa,19,2.97
2015,Magdalena,Ciénaga,116,3.6
2015,Huila,Elías,61,53.34
2015,Huila,Colombia,61,57.74
2015,Cundinamarca,Chocontá,12,3.11
2015,Boyacá,Sogamoso,129,15.7
2015,Santander,Aratoca,9,31.93
2015,Cundinamarca,Guasca,39,4.89
2015,Cauca,Sotará,35,17.37
2015,Cauca,Silvia,29,0
2015,Santander,San José De Miranda,9,14.73
2015,Cundinamarca,Guatavita,12,23.78
2015,Antioquia,Chigorodó,49,0.04
2015,Antioquia,Bello,129,0.85
2015,Boyacá,Caldas,21,29.9
2015,Boyacá,Guateque,37,27.9
2015,Santander,Suaita,9,16.04
2015,Boyacá,Muzo,18,32.76
2015,Antioquia,Santa Bárbara,26,0
2015,Cundinamarca,Nariño,12,29.07
2015,Casanare,Maní,12,0
2015,Meta,Puerto Lleras,20,14.52
2015,Valle del Cauca,Bolívar,39,33.12
2015,Cundinamarca,Fúquene,13,0
2015,Cundinamarca,Villapinzón,12,0.31
2015,Córdoba,San Andrés Sotavento,6,14.84
2015,Antioquia,Yarumal,114,5.65
2015,Meta,Vista Hermosa,25,43.22
2015,Caldas,Villamaría,194,53.58
2015,Antioquia,San Jerónimo,22,0
2015,Valle del Cauca,El Cerrito,94,6.55
2015,Norte de Santander,Ocaña,61,7.96
2015,Cauca,La Sierra,28,11.77
2015,Boyacá,Samacá,32,19.84
2015,Sucre,San Pedro,30,0
2015,Cundinamarca,Arbeláez,13,20.2
2015,Norte de Santander,El Carmen,14,16.99
2015,Santander,Puerto Wilches,20,41.69
2015,Cesar,El Paso,9,50.46
2015,Magdalena,Pijiño Del Carmen,13,36.1
2015,Antioquia,Fredonia,26,0
2015,Boyacá,Chitaraque,23,33.63
2015,Nariño,San Pablo,99,58.05
2015,Boyacá,Moniquirá,45,35.2
2015,Cundinamarca,Villagómez,12,5.06
2015,Antioquia,Ituango,40,26.94
2015,Antioquia,Briceño,27,0.65
2015,Santander,Galán,11,13.39
2015,Nariño,Puerres,78,56.15
2015,Boyacá,El Espino,23,36.37
2015,Antioquia,Tarso,27,3.47
2015,Nariño,El Peñol,39,48.28
2015,Cesar,La Paz,60,8.14
2015,La Guajira,Villanueva,20,8.32
2015,Cundinamarca,San Francisco,17,3.8
2015,Sucre,San Juan De Betulia,20,34.87
2015,Caldas,La Merced,54,57.32
2015,Norte de Santander,Silos,17,26.86
